,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,CrimeId,callDateTime,Priority,CallDescription,CallId
127645,2015-02-02 00:00:00,09:30:00,6D,400 W MONUMENT ST,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62182,39.297470000000004,"(39.2974700000, -76.6218200000)",STREET,1,127645,2015-02-02 23:25:00,Low,Destruct Propty,
127651,2015-02-02 00:00:00,08:30:00,5A,100 HILLVALE RD,BURGLARY,I,,822.0,SOUTHWESTERN,Irvington,-76.69270999999999,39.28597,"(39.2859700000, -76.6927100000)",ROW/TOWNHO,1,127651,2015-02-02 18:24:00,Medium,Burglary,
127654,2015-02-02 00:00:00,07:50:00,5A,2700 BARTOL AV,BURGLARY,I,,632.0,NORTHWESTERN,Cheswolde,-76.68135,39.36659,"(39.3665900000, -76.6813500000)",ROW/TOWNHO,1,127654,2015-02-02 08:20:00,Medium,Burglary,
127655,2015-02-02 00:00:00,07:45:00,6J,2200 EUTAW PL,LARCENY,O,,133.0,CENTRAL,Reservoir Hill,-76.63465,39.31108,"(39.3110800000, -76.6346500000)",PORCH/DECK,1,127655,2015-02-02 11:10:00,Low,Larceny,
127659,2015-02-02 00:00:00,07:00:00,5A,300 E FORT AV,BURGLARY,I,,943.0,SOUTHERN,Riverside,-76.60869,39.27281,"(39.2728100000, -76.6086900000)",ROW/TOWNHO,1,127659,2015-02-02 17:30:00,Medium,Burglary,
127666,2015-02-02 00:00:00,04:15:00,5A,2000 WALBROOK AV,BURGLARY,I,,731.0,WESTERN,Mondawmin,-76.65077,39.31075,"(39.3107500000, -76.6507700000)",ROW/TOWNHO,1,127666,2015-02-02 04:23:00,Medium,Burglary,
127668,2015-02-02 00:00:00,04:00:00,5A,2700 HANSON AV,BURGLARY,I,,632.0,NORTHWESTERN,Cheswolde,-76.68065,39.36784,"(39.3678400000, -76.6806500000)",ROW/TOWNHO,1,127668,2015-02-02 10:37:00,Medium,Burglary,
127673,2015-02-02 00:00:00,02:30:00,4E,1600 HAVENWOOD RD,COMMON ASSAULT,O,HANDS,412.0,NORTHEASTERN,Hillen,-76.58969,39.34061,"(39.3406100000, -76.5896900000)",GAS STATIO,1,127673,2015-02-02 02:36:00,Medium,Common Assault,
127674,2015-02-02 00:00:00,01:08:00,9S,100 N POPPLETON ST,SHOOTING,Outside,FIREARM,712.0,WESTERN,Poppleton,-76.63225,39.290040000000005,"(39.2900400000, -76.6322500000)",Street,1,127674,2015-02-02 04:53:00,Low,Subject stop,
127677,2015-02-02 00:00:00,00:37:00,4A,100 N POPPLETON ST,AGG. ASSAULT,O,FIREARM,712.0,WESTERN,Poppleton,-76.63225,39.290040000000005,"(39.2900400000, -76.6322500000)",STREET,1,127677,2015-02-02 04:53:00,Low,Subject stop,
127679,2015-02-02 00:00:00,00:30:00,4C,3400 PARKLAWN AV,AGG. ASSAULT,I,OTHER,432.0,NORTHEASTERN,Belair-Edison,-76.57543000000001,39.324329999999996,"(39.3243300000, -76.5754300000)",ROW/TOWNHO,1,127679,2015-02-02 00:28:00,Low,Destruct Propty,
127680,2015-02-02 00:00:00,00:25:00,4E,2400 CYLBURN AV,COMMON ASSAULT,I,HANDS,532.0,NORTHERN,Cylburn,-76.66086999999999,39.3508,"(39.3508000000, -76.6608700000)",APT/CONDO,1,127680,2015-02-02 00:27:00,High,Aggrav Assault,
127681,2015-02-02 00:00:00,00:25:00,4E,1600 WESTWOOD AV,COMMON ASSAULT,I,HANDS,742.0,WESTERN,Sandtown-Winchester,-76.64395,39.30918,"(39.3091800000, -76.6439500000)",ROW/TOWNHO,1,127681,2015-02-02 00:25:00,Medium,Common Assault,
127682,2015-02-02 00:00:00,00:10:00,4E,800 WILDWOOD PW,COMMON ASSAULT,O,HANDS,844.0,SOUTHWESTERN,Edmondson Village,-76.684,39.29642,"(39.2964200000, -76.6840000000)",STREET,1,127682,2015-02-02 00:14:00,Medium,Common Assault,
127454,2015-02-03 00:00:00,23:00:00,6D,2000 N WOLFE ST,LARCENY FROM AUTO,O,,342.0,EASTERN,Darley Park,-76.59188,39.31419,"(39.3141900000, -76.5918800000)",STREET,1,127454,2015-02-04 12:32:00,Low,Larceny f/Auto,
127457,2015-02-03 00:00:00,22:15:00,6D,2500 E FAIRMOUNT AV,LARCENY FROM AUTO,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.58148,39.29317,"(39.2931700000, -76.5814800000)",STREET,1,127457,2015-02-04 09:17:00,Low,Larceny f/Auto,
127459,2015-02-03 00:00:00,22:00:00,6D,800 STILES ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Little Italy,-76.60348,39.28645,"(39.2864500000, -76.6034800000)",STREET,1,127459,2015-02-04 00:00:00,Low,Larceny f/Auto,
127461,2015-02-03 00:00:00,22:00:00,6D,500 DRUID HILL AV,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62224,39.297090000000004,"(39.2970900000, -76.6222400000)",STREET,1,127461,2015-02-04 07:19:00,Low,Larceny f/Auto,
127465,2015-02-03 00:00:00,20:45:00,3AF,1500 TRACTION ST,ROBBERY - STREET,O,FIREARM,733.0,WESTERN,Penn North,-76.6425,39.310990000000004,"(39.3109900000, -76.6425000000)",STREET,1,127465,2015-02-03 08:13:00,Low,Destruct Propty,
127468,2015-02-03 00:00:00,20:10:00,4B,1900 WOODBOURNE AV,AGG. ASSAULT,I,KNIFE,415.0,NORTHEASTERN,Perring Loch,-76.58038,39.35508,"(39.3550800000, -76.5803800000)",ROW/TOWNHO,1,127468,2015-02-03 19:58:00,High,Aggrav Assault,
127471,2015-02-03 00:00:00,19:45:00,4B,1800 N GAY ST,AGG. ASSAULT,O,KNIFE,331.0,EASTERN,Broadway East,-76.58576,39.31113,"(39.3111300000, -76.5857600000)",STREET,1,127471,2015-02-04 13:46:00,Medium,Common Assault,
127475,2015-02-03 00:00:00,19:10:00,5A,600 GLENWOOD AV,BURGLARY,I,,524.0,NORTHERN,Woodbourne-McCabe,-76.60723,39.353629999999995,"(39.3536300000, -76.6072300000)",OTHER - IN,1,127475,2015-02-03 19:03:00,Medium,Burglary,
127476,2015-02-03 00:00:00,19:00:00,6E,3100 BANCROFT RD,LARCENY,O,,632.0,NORTHWESTERN,Cheswolde,-76.69442,39.36715,"(39.3671500000, -76.6944200000)",STREET,1,127476,2015-02-04 08:11:00,Low,Larceny f/Auto,
127477,2015-02-03 00:00:00,19:00:00,6D,700 PRESIDENT ST,LARCENY FROM AUTO,I,,211.0,SOUTHEASTERN,Inner Harbor,-76.60135,39.2829,"(39.2829000000, -76.6013500000)",GARAGE ON,1,127477,2015-02-04 11:01:00,Low,Larceny f/Auto,
127478,2015-02-03 00:00:00,18:58:00,4E,700 MILYER LA,COMMON ASSAULT,I,HANDS,822.0,SOUTHWESTERN,Hunting Ridge,-76.70384,39.29504,"(39.2950400000, -76.7038400000)",ROW/TOWNHO,1,127478,2015-02-03 18:55:00,Medium,Common Assault,
127481,2015-02-03 00:00:00,18:40:00,6G,3100 WHITE AV,LARCENY,I,,425.0,NORTHEASTERN,Glenham-Belhar,-76.55667,39.35347,"(39.3534700000, -76.5566700000)",ROW/TOWNHO,1,127481,2015-02-03 18:26:00,Low,Larceny,
127482,2015-02-03 00:00:00,18:30:00,6D,900 N BENTALOU ST,LARCENY FROM AUTO,O,,723.0,WESTERN,Bridgeview/Greenlawn,-76.65353,39.299240000000005,"(39.2992400000, -76.6535300000)",STREET,1,127482,2015-02-03 20:22:00,Low,Larceny f/Auto,
127487,2015-02-03 00:00:00,17:30:00,3B,1600 N FULTON AV,ROBBERY - STREET,O,,742.0,WESTERN,Sandtown-Winchester,-76.64636,39.30688,"(39.3068800000, -76.6463600000)",STREET,1,127487,2015-02-03 17:51:00,High,Robbery Unarmed,
127488,2015-02-03 00:00:00,17:30:00,6D,6400 PIONEER DR,LARCENY FROM AUTO,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.57221,39.36479,"(39.3647900000, -76.5722100000)",PARKING LO,1,127488,2015-02-03 19:25:00,Low,Larceny f/Auto,
127489,2015-02-03 00:00:00,17:30:00,6E,2900 TERRY DR,LARCENY,O,,632.0,NORTHWESTERN,Cheswolde,-76.69078,39.37,"(39.3700000000, -76.6907800000)",STREET,1,127489,2015-02-04 21:05:00,Low,Larceny f/Auto,
127490,2015-02-03 00:00:00,17:30:00,5D,1300 CHESAPEAKE AV,BURGLARY,I,,912.0,SOUTHERN,Fairfield Area,-76.58693000000001,39.23688,"(39.2368800000, -76.5869300000)",WAREHOUSE,1,127490,2015-02-04 05:55:00,Medium,Burglary,
127491,2015-02-03 00:00:00,17:00:00,6D,2400 FOSTER AV,LARCENY FROM AUTO,I,,232.0,SOUTHEASTERN,Canton,-76.58188,39.28398,"(39.2839800000, -76.5818800000)",PARKING LO,1,127491,2015-02-04 19:29:00,Low,Larceny f/Auto,
127496,2015-02-03 00:00:00,15:55:00,3D,0 N HOWARD ST,ROBBERY - COMMERCIAL,I,,111.0,CENTRAL,Downtown,-76.61944,39.29006,"(39.2900600000, -76.6194400000)",RESTAURANT,1,127496,2015-02-03 15:59:00,High,Robbery Unarmed,
127498,2015-02-03 00:00:00,15:30:00,3B,1300 GITTINGS AV,ROBBERY - STREET,I,,414.0,NORTHEASTERN,Idlewood,-76.58796,39.36999,"(39.3699900000, -76.5879600000)",BUS/RAILRO,1,127498,2015-02-03 16:36:00,High,Robbery Unarmed,
127504,2015-02-03 00:00:00,14:20:00,4E,2700 GWYNNS FALLS PW,COMMON ASSAULT,,HANDS,611.0,NORTHWESTERN,Hanlon-Longwood,-76.66185,39.31491,"(39.3149100000, -76.6618500000)",,1,127504,2015-02-03 23:02:00,Low,*HEALTHCARE FACI,
127505,2015-02-03 00:00:00,14:00:00,4B,1400 W LAFAYETTE AV,AGG. ASSAULT,I,KNIFE,713.0,WESTERN,Harlem Park,-76.64023,39.29896,"(39.2989600000, -76.6402300000)",SCHOOL,1,127505,2015-02-03 14:11:00,High,Armed Person,
127506,2015-02-03 00:00:00,14:00:00,6D,5800 GLENKIRK CT,LARCENY FROM AUTO,O,,414.0,NORTHEASTERN,Ramblewood,-76.58968,39.36272,"(39.3627200000, -76.5896800000)",STREET,1,127506,2015-02-04 13:35:00,Low,Larceny f/Auto,
127507,2015-02-03 00:00:00,13:45:00,3AF,500 GLENWOOD AV,ROBBERY - STREET,O,FIREARM,524.0,NORTHERN,Woodbourne-McCabe,-76.60931,39.35402,"(39.3540200000, -76.6093100000)",STREET,1,127507,2015-02-03 13:47:00,High,Robbery Armed,
127509,2015-02-03 00:00:00,13:20:00,6J,3900 HILTON RD,LARCENY,O,,643.0,NORTHWESTERN,East Arlington,-76.668,39.33105,"(39.3310500000, -76.6680000000)",STREET,1,127509,2015-02-03 12:54:00,Low,Larceny,
127513,2015-02-03 00:00:00,13:00:00,5A,2500 N ROSEDALE ST,BURGLARY,I,,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67036,39.316140000000004,"(39.3161400000, -76.6703600000)",OTHER/RESI,1,127513,2015-02-03 15:04:00,Medium,Burglary,
127521,2015-02-03 00:00:00,11:50:00,5A,700 MELVILLE AV,BURGLARY,I,,543.0,NORTHERN,Waverly,-76.60466,39.33141,"(39.3314100000, -76.6046600000)",ROW/TOWNHO,1,127521,2015-02-03 10:11:00,Medium,Auto Theft,
127522,2015-02-03 00:00:00,11:42:00,7A,1200 E 25TH ST,AUTO THEFT,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59794000000001,39.31728,"(39.3172800000, -76.5979400000)",STREET,1,127522,2015-02-03 11:38:00,Medium,Auto Theft,
127528,2015-02-03 00:00:00,10:00:00,5A,500 DENISON ST,BURGLARY,I,,843.0,SOUTHWESTERN,Lower Edmondson Village,-76.67412,39.29337,"(39.2933700000, -76.6741200000)",ROW/TOWNHO,1,127528,2015-02-04 23:32:00,Medium,Suspicious Pers,
127529,2015-02-03 00:00:00,10:00:00,6G,7200 HARFORD RD,LARCENY,I,,424.0,NORTHEASTERN,North Harford Road,-76.54733,39.368559999999995,"(39.3685600000, -76.5473300000)",BARBER/BEA,1,127529,2015-02-03 13:23:00,Low,Larceny,
127530,2015-02-03 00:00:00,09:40:00,7A,2600 GARRETT AV,AUTO THEFT,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59770999999999,39.319829999999996,"(39.3198300000, -76.5977100000)",NIGHT DEPO,1,127530,2015-02-03 09:45:00,Medium,Auto Theft,
127531,2015-02-03 00:00:00,09:30:00,5D,2500 HARLEM AV,BURGLARY,I,,721.0,WESTERN,Evergreen Lawn,-76.65714,39.296209999999995,"(39.2962100000, -76.6571400000)",ROW/TOWNHO,1,127531,2015-02-03 01:19:00,Medium,Family Disturb,
127532,2015-02-03 00:00:00,09:08:00,5C,1100 CLEVELAND ST,BURGLARY,I,,932.0,SOUTHERN,Washington Village/Pigtow,-76.63172,39.281040000000004,"(39.2810400000, -76.6317200000)",ROW/TOWNHO,1,127532,2015-02-03 09:05:00,Medium,Common Assault,
127533,2015-02-03 00:00:00,09:08:00,4E,1100 CLEVELAND ST,COMMON ASSAULT,I,HANDS,932.0,SOUTHERN,Washington Village/Pigtow,-76.63172,39.281040000000004,"(39.2810400000, -76.6317200000)",ROW/TOWNHO,1,127533,2015-02-03 09:05:00,Medium,Common Assault,
127541,2015-02-03 00:00:00,07:50:00,7A,6000 FALKIRK RD,AUTO THEFT,O,,414.0,NORTHEASTERN,Ramblewood,-76.58738000000001,39.36515,"(39.3651500000, -76.5873800000)",STREET,1,127541,2015-02-03 07:45:00,Medium,Auto Theft,
127542,2015-02-03 00:00:00,06:00:00,5A,100 E GITTINGS ST,BURGLARY,I,,942.0,SOUTHERN,Riverside,-76.61140999999999,39.27429,"(39.2742900000, -76.6114100000)",OTHER/RESI,1,127542,2015-02-03 07:20:00,Medium,Burglary,
127544,2015-02-03 00:00:00,04:26:00,5B,1100 WILLIAM ST,BURGLARY,I,,943.0,SOUTHERN,Riverside,-76.61059,39.27677,"(39.2767700000, -76.6105900000)",SINGLE HOU,1,127544,2015-02-03 04:23:00,Medium,*ATTEMPT,
127547,2015-02-03 00:00:00,02:28:00,5A,1600 JACKSON ST,BURGLARY,I,,943.0,SOUTHERN,Riverside,-76.60501,39.27163,"(39.2716300000, -76.6050100000)",ROW/TOWNHO,1,127547,2015-02-03 02:33:00,Medium,Burglary,
127549,2015-02-03 00:00:00,01:14:00,1O,400 S EATON ST,HOMICIDE,Outside,OTHER,231.0,SOUTHEASTERN,Highlandtown,-76.56539000000001,39.287620000000004,"(39.2876200000, -76.5653900000)",Street,1,127549,2015-02-04 09:16:00,Low,Traffic Stop,
127551,2015-02-03 00:00:00,01:30:00,4E,500 N CAROLINE ST,COMMON ASSAULT,,HANDS,321.0,EASTERN,Dunbar-Broadway,-76.59751999999999,39.29658,"(39.2965800000, -76.5975200000)",,1,127551,2015-02-03 17:27:00,Low,Hit and Run,
127553,2015-02-03 00:00:00,01:15:00,3CF,200 W READ ST,ROBBERY - COMMERCIAL,I,FIREARM,142.0,CENTRAL,Mount Vernon,-76.61949,39.30076,"(39.3007600000, -76.6194900000)",CARRY OUT,1,127553,2015-02-03 01:20:00,High,Robbery Armed,
127354,2015-02-04 00:00:00,22:50:00,4E,800 OLDHAM ST,COMMON ASSAULT,I,HANDS,242.0,SOUTHEASTERN,Greektown,-76.55553,39.28358,"(39.2835800000, -76.5555300000)",ROW/TOWNHO,1,127354,2015-02-04 22:51:00,Medium,Common Assault,
127356,2015-02-04 00:00:00,22:00:00,6D,2700 NORLAND RD,LARCENY FROM AUTO,O,,923.0,SOUTHERN,Lakeland,-76.6441,39.25183,"(39.2518300000, -76.6441000000)",STREET,1,127356,2015-02-05 09:08:00,Low,Larceny f/Auto,
127362,2015-02-04 00:00:00,20:30:00,6E,1400 WINSTON AV,LARCENY,I,,413.0,NORTHEASTERN,New Northwood,-76.59368,39.35035,"(39.3503500000, -76.5936800000)",SINGLE HOU,1,127362,2015-02-05 15:04:00,Low,Larceny,
127363,2015-02-04 00:00:00,20:30:00,6E,3700 YOSEMITE AV,LARCENY,I,,642.0,NORTHWESTERN,Callaway-Garrison,-76.6766,39.3323,"(39.3323000000, -76.6766000000)",ROW/TOWNHO,1,127363,2015-02-05 09:35:00,Low,Larceny f/Auto,
127365,2015-02-04 00:00:00,20:00:00,6D,200 AISQUITH ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Pleasant View Gardens,-76.60175,39.29403,"(39.2940300000, -76.6017500000)",PARKING LO,1,127365,2015-02-04 21:14:00,Low,Larceny f/Auto,
127366,2015-02-04 00:00:00,20:00:00,6D,100 S WOLFE ST,LARCENY FROM AUTO,O,,212.0,SOUTHEASTERN,Upper Fells Point,-76.59033000000001,39.29019,"(39.2901900000, -76.5903300000)",STREET,1,127366,2015-02-05 09:51:00,Low,Larceny f/Auto,
127367,2015-02-04 00:00:00,19:52:20,2A,1300 THAMES ST,RAPE,O,OTHER,213.0,SOUTHEASTERN,Fells Point,-76.59637,39.27975,"(39.2797500000, -76.5963700000)",PARKING LO,1,127367,2015-02-04 13:39:00,Medium,911/No Voice,
127368,2015-02-04 00:00:00,19:45:00,4E,200 W SARATOGA ST,COMMON ASSAULT,O,HANDS,111.0,CENTRAL,Downtown,-76.61823000000001,39.29298,"(39.2929800000, -76.6182300000)",STREET,1,127368,2015-02-04 19:41:00,Medium,Common Assault,
127369,2015-02-04 00:00:00,19:35:00,6D,500 DUNDALK AV,LARCENY FROM AUTO,,,242.0,SOUTHEASTERN,Pulaski Industrial Area,-76.54221,39.28673,"(39.2867300000, -76.5422100000)",,1,127369,2015-02-05 14:58:00,Low,Larceny f/Auto,
127370,2015-02-04 00:00:00,19:30:00,6E,400 S BENTALOU ST,LARCENY,O,,841.0,SOUTHWESTERN,Millhill,-76.65262,39.28303,"(39.2830300000, -76.6526200000)",STREET,1,127370,2015-02-05 21:21:00,Medium,Family Disturb,
127374,2015-02-04 00:00:00,18:45:00,6G,1400 E BIDDLE ST,LARCENY,I,,343.0,EASTERN,Oliver,-76.5994,39.30413,"(39.3041300000, -76.5994000000)",OTHER - IN,1,127374,2015-02-05 17:22:00,Low,Larceny,
127377,2015-02-04 00:00:00,18:30:00,6E,2100 WASHINGTON BD,LARCENY,O,,935.0,SOUTHERN,Carroll Park,-76.64609,39.27227,"(39.2722700000, -76.6460900000)",STREET,1,127377,2015-02-05 07:22:00,Low,Larceny f/Auto,
127379,2015-02-04 00:00:00,17:50:00,6G,1400 BLOOMFIELD AV,LARCENY,I,,832.0,SOUTHWESTERN,Violetville,-76.66657,39.26157,"(39.2615700000, -76.6665700000)",HOTEL/MOTE,1,127379,2015-02-04 17:53:00,Low,Larceny,
127382,2015-02-04 00:00:00,17:30:00,4F,1500 WASHINGTON BD,ASSAULT BY THREAT,O,,935.0,SOUTHERN,Carroll Park,-76.63745,39.279070000000004,"(39.2790700000, -76.6374500000)",OTHER - OU,1,127382,2015-02-04 17:06:00,Non-Emergency,Vehicle Disturb,
127384,2015-02-04 00:00:00,17:00:00,6D,5200 FREDCREST RD,LARCENY FROM AUTO,O,,823.0,SOUTHWESTERN,Westgate,-76.70306,39.2829,"(39.2829000000, -76.7030600000)",STREET,1,127384,2015-02-05 15:21:00,Low,Larceny f/Auto,
127387,2015-02-04 00:00:00,16:30:00,6C,2700 PORT COVINGTON DR,LARCENY,I,,943.0,SOUTHERN,Port Covington,-76.6088,39.25945,"(39.2594500000, -76.6088000000)",RETAIL/SMA,1,127387,2015-02-04 16:44:00,Low,Larceny,
127388,2015-02-04 00:00:00,16:30:00,6E,4900 LANIER AV,LARCENY,O,,532.0,NORTHERN,Cylburn,-76.66199,39.35003,"(39.3500300000, -76.6619900000)",STREET,1,127388,2015-02-05 18:46:00,Low,*REAR TAG,
127389,2015-02-04 00:00:00,16:16:00,3B,1400 ORLEANS ST,ROBBERY - STREET,O,,321.0,EASTERN,Dunbar-Broadway,-76.59861,39.29513,"(39.2951300000, -76.5986100000)",STREET,1,127389,2015-02-04 16:13:00,High,Robbery Unarmed,
127390,2015-02-04 00:00:00,16:03:00,7A,2400 FREDERICK AV,AUTO THEFT,O,,842.0,SOUTHWESTERN,Shipley Hill,-76.65456999999999,39.28422,"(39.2842200000, -76.6545700000)",PARKING LO,1,127390,2015-02-04 15:33:00,High,Purse Snatch,
127391,2015-02-04 00:00:00,16:00:00,4C,400 ANNABEL AV,AGG. ASSAULT,O,OTHER,913.0,SOUTHERN,Brooklyn,-76.60393,39.238009999999996,"(39.2380100000, -76.6039300000)",STREET,1,127391,2015-02-04 16:03:00,Medium,Common Assault,
127394,2015-02-04 00:00:00,15:30:00,3B,2400 FREDERICK AV,ROBBERY - STREET,I,,842.0,SOUTHWESTERN,Shipley Hill,-76.65456999999999,39.28422,"(39.2842200000, -76.6545700000)",SHOPPING M,1,127394,2015-02-04 15:33:00,High,Purse Snatch,
127395,2015-02-04 00:00:00,15:15:00,4E,1200 DRUID HILL AV,COMMON ASSAULT,,HANDS,123.0,CENTRAL,Upton,-76.62773,39.3013,"(39.3013000000, -76.6277300000)",,1,127395,2015-02-04 07:37:00,Medium,Family Disturb,
127400,2015-02-04 00:00:00,14:30:00,4E,1100 WHITMORE AV,COMMON ASSAULT,I,HANDS,723.0,WESTERN,Bridgeview/Greenlawn,-76.65822,39.3006,"(39.3006000000, -76.6582200000)",SCHOOL,1,127400,2015-02-05 00:19:00,High,*BY THREAT,
127406,2015-02-04 00:00:00,13:20:00,5A,5500 GOVANE AV,BURGLARY,I,,523.0,NORTHERN,Mid-Govans,-76.60699,39.35657,"(39.3565700000, -76.6069900000)",ROW/TOWNHO,1,127406,2015-02-04 19:02:00,Medium,Burglary,
127410,2015-02-04 00:00:00,12:40:00,5A,1200 GLYNDON AV,BURGLARY,I,,932.0,SOUTHERN,Washington Village/Pigtow,-76.63591,39.28253,"(39.2825300000, -76.6359100000)",ROW/TOWNHO,1,127410,2015-02-04 12:37:00,Medium,Burglary,
127424,2015-02-04 00:00:00,11:00:00,5A,800 W FAIRMOUNT AV,BURGLARY,I,,712.0,WESTERN,Poppleton,-76.63031,39.28949,"(39.2894900000, -76.6303100000)",ROW/TOWNHO,1,127424,2015-02-04 12:08:00,Medium,Common Assault,
127426,2015-02-04 00:00:00,10:30:00,7A,1500 HOMESTEAD ST,AUTO THEFT,I,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59729,39.321940000000005,"(39.3219400000, -76.5972900000)",ROW/TOWNHO,1,127426,2015-02-04 10:04:00,Medium,Auto Theft,
127428,2015-02-04 00:00:00,10:30:00,7A,400 NICOLL AV,AUTO THEFT,O,,522.0,NORTHERN,Lake Evesham,-76.61031,39.36588,"(39.3658800000, -76.6103100000)",STREET,1,127428,2015-02-04 20:33:00,Medium,Auto Theft,
127433,2015-02-04 00:00:00,07:30:00,6D,1800 PARKMAN AV,LARCENY FROM AUTO,O,,831.0,SOUTHWESTERN,Morrell Park,-76.66063,39.26102,"(39.2610200000, -76.6606300000)",STREET,1,127433,2015-02-05 14:21:00,Low,Larceny f/Auto,
127434,2015-02-04 00:00:00,07:18:00,4E,500 BALTIC AV,COMMON ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.60193000000001,39.24004,"(39.2400400000, -76.6019300000)",APT/CONDO,1,127434,2015-02-04 07:16:00,Medium,Common Assault,
127435,2015-02-04 00:00:00,07:18:00,4E,500 BALTIC AV,COMMON ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.60193000000001,39.24004,"(39.2400400000, -76.6019300000)",APT/CONDO,1,127435,2015-02-04 07:16:00,Medium,Common Assault,
127437,2015-02-04 00:00:00,05:10:40,2A,200 W CHASE ST,RAPE,O,OTHER,141.0,CENTRAL,Mid-Town Belvedere,-76.6197,39.3014,"(39.3014000000, -76.6197000000)",STREET,1,127437,2015-02-05 12:44:00,Low,Traffic Stop,
127438,2015-02-04 00:00:00,04:10:00,4E,5100 CONANT WY,COMMON ASSAULT,I,HANDS,442.0,NORTHEASTERN,Parkside,-76.55365,39.32008,"(39.3200800000, -76.5536500000)",APT/CONDO,1,127438,2015-02-04 04:00:00,Medium,Common Assault,
127444,2015-02-04 00:00:00,01:40:00,6D,100 E MOUNT ROYAL AV,LARCENY FROM AUTO,O,,141.0,CENTRAL,Mid-Town Belvedere,-76.6144,39.30563,"(39.3056300000, -76.6144000000)",STREET,1,127444,2015-02-04 01:54:00,Low,Other,
127445,2015-02-04 00:00:00,01:35:00,3AF,4600 PEN LUCY RD,ROBBERY - STREET,O,FIREARM,822.0,SOUTHWESTERN,Tremont,-76.69428,39.2855,"(39.2855000000, -76.6942800000)",STREET,1,127445,2015-02-04 01:36:00,High,*ATTEMPT,
127248,2015-02-05 00:00:00,23:00:00,6D,1700 BOLTON ST,LARCENY FROM AUTO,O,,132.0,CENTRAL,Bolton Hill,-76.62813,39.30872,"(39.3087200000, -76.6281300000)",STREET,1,127248,2015-02-06 16:08:00,Low,Larceny f/Auto,
127251,2015-02-05 00:00:00,21:59:00,5A,4500 ST THOMAS AV,BURGLARY,I,,443.0,NORTHEASTERN,Frankford,-76.55552,39.3283,"(39.3283000000, -76.5555200000)",ROW/TOWNHO,1,127251,2015-02-05 21:53:00,Medium,Burglary,
127252,2015-02-05 00:00:00,21:30:00,6D,500 RAPPOLLA ST,LARCENY FROM AUTO,O,,242.0,SOUTHEASTERN,Greektown,-76.55298,39.28667,"(39.2866700000, -76.5529800000)",STREET,1,127252,2015-02-06 12:09:00,Low,Larceny f/Auto,
127253,2015-02-05 00:00:00,21:30:00,6J,300 EDGEWOOD ST,LARCENY,O,,843.0,SOUTHWESTERN,Allendale,-76.67527,39.29107,"(39.2910700000, -76.6752700000)",OTHER - OU,1,127253,2015-02-06 10:09:00,Low,Larceny,
127258,2015-02-05 00:00:00,21:08:00,4D,2800 PARKVIEW TR,AGG. ASSAULT,I,HANDS,421.0,NORTHEASTERN,Lauraville,-76.57531999999999,39.3378,"(39.3378000000, -76.5753200000)",ROW/TOWNHO,1,127258,2015-02-05 21:26:00,Medium,Common Assault,
127260,2015-02-05 00:00:00,20:30:00,6D,700 S ROBINSON ST,LARCENY FROM AUTO,O,,232.0,SOUTHEASTERN,Canton,-76.57205,39.283970000000004,"(39.2839700000, -76.5720500000)",STREET,1,127260,2015-02-05 20:43:00,Low,Larceny f/Auto,
127261,2015-02-05 00:00:00,20:29:00,3CF,2100 W PATAPSCO AV,ROBBERY - COMMERCIAL,I,FIREARM,923.0,SOUTHERN,Lakeland,-76.64461,39.25101,"(39.2510100000, -76.6446100000)",SPECIALTY,1,127261,2015-02-05 20:37:00,High,Robbery Armed,
127269,2015-02-05 00:00:00,19:00:00,6E,2500 MARBOURNE AV,LARCENY,O,,923.0,SOUTHERN,Lakeland,-76.64789,39.253409999999995,"(39.2534100000, -76.6478900000)",STREET,1,127269,2015-02-06 21:52:00,Low,Traffic Stop,
127275,2015-02-05 00:00:00,18:00:00,6F,800 N MONROE ST,LARCENY,O,,722.0,WESTERN,Midtown-Edmondson,-76.64751,39.297990000000006,"(39.2979900000, -76.6475100000)",STREET,1,127275,2015-02-05 19:05:00,Low,Bike Larceny,
127277,2015-02-05 00:00:00,17:35:00,4E,900 ST DUNSTANS RD,COMMON ASSAULT,I,HANDS,523.0,NORTHERN,Cameron Village,-76.60167,39.35969,"(39.3596900000, -76.6016700000)",ROW/TOWNHO,1,127277,2015-02-05 17:32:00,Medium,Common Assault,
