,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,CrimeId,callDateTime,Priority,CallDescription,CallId
114185,2015-05-27 00:00:00,13:30:00,6G,5700 YORK RD,LARCENY,O,,523.0,NORTHERN,Rosebank,-76.60996999999999,39.35994,"(39.3599400000, -76.6099700000)",PIZZA/OTHE,1,114185,2015-05-27 13:33:00,Low,LARCENCY,
114195,2015-05-27 00:00:00,12:15:00,4E,1400 N ELLAMONT ST,COMMON ASSAULT,I,HANDS,813.0,SOUTHWESTERN,Rosemont,-76.67063,39.30311,"(39.3031100000, -76.6706300000)",SCHOOL,1,114195,2015-05-27 12:47:00,Medium,Warrant Service,
114199,2015-05-27 00:00:00,12:00:00,6E,100 S ROBINSON ST,LARCENY,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57249,39.290729999999996,"(39.2907300000, -76.5724900000)",STREET,1,114199,2015-05-27 17:39:00,Low,LARCENY F/AUTO,
114232,2015-05-27 00:00:00,06:41:00,6D,5000 KELWAY RD,LARCENY FROM AUTO,O,,413.0,NORTHEASTERN,New Northwood,-76.59406,39.350359999999995,"(39.3503600000, -76.5940600000)",STREET,1,114232,2015-05-27 06:25:00,Low,LARCENY F/AUTO,
114237,2015-05-27 00:00:00,04:00:00,6D,400 N CURLEY ST,LARCENY FROM AUTO,O,,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57574,39.29659,"(39.2965900000, -76.5757400000)",STREET,1,114237,2015-05-27 07:29:00,Low,LARCENY F/AUTO,
114238,2015-05-27 00:00:00,03:30:00,3AF,2800 HARFORD RD,ROBBERY - STREET,O,FIREARM,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.58965,39.3222,"(39.3222000000, -76.5896500000)",STREET,1,114238,2015-05-27 03:28:00,High,ROBBERY ARMED,
114239,2015-05-27 00:00:00,03:30:00,4A,2800 HARFORD RD,AGG. ASSAULT,O,FIREARM,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.58965,39.3222,"(39.3222000000, -76.5896500000)",STREET,1,114239,2015-05-27 03:28:00,High,ROBBERY ARMED,
114254,2015-05-27 00:00:00,00:10:00,7A,1600 MCHENRY ST,AUTO THEFT,O,,935.0,SOUTHERN,New Southwest/Mount Clare,-76.64225,39.28443,"(39.2844300000, -76.6422500000)",STREET,1,114254,2015-05-27 00:52:00,Medium,AUTO THEFT,
113910,2015-05-28 00:00:00,23:50:00,6D,1400 HARPER ST,LARCENY FROM AUTO,O,,943.0,SOUTHERN,Locust Point,-76.58821999999999,39.26815,"(39.2681500000, -76.5882200000)",STREET,1,113910,2015-05-29 09:11:00,Low,LARCENY F/AUTO,
113914,2015-05-28 00:00:00,23:30:00,7A,100 N KOSSUTH ST,AUTO THEFT,O,,842.0,SOUTHWESTERN,Saint Josephs,-76.67362,39.28849,"(39.2884900000, -76.6736200000)",STREET,1,113914,2015-05-29 08:18:00,Medium,AUTO THEFT,
113921,2015-05-28 00:00:00,23:00:00,7A,3000 BARCLAY ST,AUTO THEFT,O,,513.0,NORTHERN,Abell,-76.61108,39.324940000000005,"(39.3249400000, -76.6110800000)",STREET,1,113921,2015-05-29 09:45:00,Low,LARCENY F/AUTO,
113923,2015-05-28 00:00:00,23:00:00,7A,3700 FRANKFORD AV,AUTO THEFT,O,,426.0,NORTHEASTERN,Waltherson,-76.55449,39.34397,"(39.3439700000, -76.5544900000)",STREET,1,113923,2015-05-28 23:04:00,Medium,AUTO THEFT,
113924,2015-05-28 00:00:00,23:00:00,7A,2200 ASHBURTON ST,AUTO THEFT,O,,731.0,WESTERN,Panway/Braddish Avenue,-76.6625,39.31288,"(39.3128800000, -76.6625000000)",STREET,1,113924,2015-05-29 10:38:00,Medium,AUTO THEFT,
113925,2015-05-28 00:00:00,22:30:00,4E,1900 WALBROOK AV,COMMON ASSAULT,I,HANDS,731.0,WESTERN,Mondawmin,-76.6497,39.31085,"(39.3108500000, -76.6497000000)",ROW/TOWNHO,1,113925,2015-05-28 23:33:00,Low,WANTED ON WARR,
113926,2015-05-28 00:00:00,22:30:00,4E,4500 SCHENLEY RD,COMMON ASSAULT,I,HANDS,541.0,NORTHERN,Roland Park,-76.63116,39.34602,"(39.3460200000, -76.6311600000)",ROW/TOWNHO,1,113926,2015-05-28 23:01:00,Medium,COMMON ASSAULT,
113927,2015-05-28 00:00:00,22:30:00,6D,1700 E BALTIMORE ST,LARCENY FROM AUTO,O,,212.0,SOUTHEASTERN,Washington Hill,-76.59254,39.29155,"(39.2915500000, -76.5925400000)",STREET,1,113927,2015-05-29 07:00:00,Low,LARCENY F/AUTO,
113929,2015-05-28 00:00:00,22:23:00,3AF,3100 GREENMOUNT AV,ROBBERY - STREET,O,FIREARM,513.0,NORTHERN,Abell,-76.60945,39.32687,"(39.3268700000, -76.6094500000)",STREET,1,113929,2015-05-28 22:16:00,High,ROBBERY ARMED,
113930,2015-05-28 00:00:00,22:23:00,3AF,3100 GREENMOUNT AV,ROBBERY - STREET,O,FIREARM,513.0,NORTHERN,Abell,-76.60945,39.32687,"(39.3268700000, -76.6094500000)",STREET,1,113930,2015-05-28 22:16:00,High,ROBBERY ARMED,
113943,2015-05-28 00:00:00,21:00:00,6D,5200 MORAVIA RD,LARCENY FROM AUTO,O,,443.0,NORTHEASTERN,Frankford,-76.54987,39.324059999999996,"(39.3240600000, -76.5498700000)",BUS. PARK,1,113943,2015-05-28 22:00:00,Low,LARCENY F/AUTO,
113950,2015-05-28 00:00:00,19:20:00,3AO,400 E BALTIMORE ST,ROBBERY - STREET,O,OTHER,111.0,CENTRAL,Downtown,-76.60963000000001,39.28973,"(39.2897300000, -76.6096300000)",STREET,1,113950,2015-05-28 22:22:00,Low,INTOXICATED PERS,
113952,2015-05-28 00:00:00,19:00:00,6E,1000 WHATCOAT ST,LARCENY,O,,743.0,WESTERN,Sandtown-Winchester,-76.64092,39.30061,"(39.3006100000, -76.6409200000)",STREET,1,113952,2015-05-29 14:33:00,Low,LARCENY F/AUTO,
113953,2015-05-28 00:00:00,19:00:00,6D,1500 BYRD ST,LARCENY FROM AUTO,I,,942.0,SOUTHERN,Riverside,-76.6108,39.272529999999996,"(39.2725300000, -76.6108000000)",OTHER - IN,1,113953,2015-05-29 12:36:00,Out of Service,LARCENCY,
113954,2015-05-28 00:00:00,18:45:00,6D,300 S FREMONT AV,LARCENY FROM AUTO,O,,941.0,SOUTHERN,Ridgely's Delight,-76.62654,39.28479,"(39.2847900000, -76.6265400000)",STREET,1,113954,2015-05-29 07:14:00,Low,LARCENY F/AUTO,
113955,2015-05-28 00:00:00,18:45:00,6B,300 S HOWARD ST,LARCENY,O,,941.0,SOUTHERN,Stadium Area,-76.61926,39.285090000000004,"(39.2850900000, -76.6192600000)",STREET,1,113955,2015-05-28 19:08:00,Low,LARCENCY,
113962,2015-05-28 00:00:00,18:00:00,6D,5900 SIMMONDS AV,LARCENY FROM AUTO,O,,632.0,NORTHWESTERN,Glen,-76.68229000000001,39.36055,"(39.3605500000, -76.6822900000)",DRIVEWAY,1,113962,2015-05-29 09:39:00,Low,LARCENY F/AUTO,
113963,2015-05-28 00:00:00,18:00:00,6D,3800 LYNDALE AV,LARCENY FROM AUTO,O,,432.0,NORTHEASTERN,Belair-Edison,-76.5643,39.31708,"(39.3170800000, -76.5643000000)",STREET,1,113963,2015-05-29 08:18:00,Low,LARCENY F/AUTO,
113966,2015-05-28 00:00:00,18:00:00,7A,1600 S HANOVER ST,AUTO THEFT,O,,942.0,SOUTHERN,South Baltimore,-76.61513000000001,39.27106,"(39.2710600000, -76.6151300000)",STREET,1,113966,2015-05-29 23:37:00,Medium,AUTO THEFT,
113968,2015-05-28 00:00:00,18:00:00,6G,1100 W HAMBURG ST,LARCENY,I,,932.0,SOUTHERN,Washington Village/Pigtow,-76.63002,39.280120000000004,"(39.2801200000, -76.6300200000)",ROW/TOWNHO,1,113968,2015-05-29 17:56:00,Low,LARCENCY,
113976,2015-05-28 00:00:00,17:00:00,4F,900 N BROADWAY,ASSAULT BY THREAT,I,,321.0,EASTERN,Middle East,-76.59425999999999,39.30083,"(39.3008300000, -76.5942600000)",HOSP/NURS.,1,113976,2015-05-29 11:25:00,Medium,COMMON ASSAULT,
113981,2015-05-28 00:00:00,16:30:00,6G,500 N ATHOL AV,LARCENY,I,,843.0,SOUTHWESTERN,Allendale,-76.68934,39.29314,"(39.2931400000, -76.6893400000)",SCHOOL,1,113981,2015-05-29 10:45:00,Low,LARCENCY,
113982,2015-05-28 00:00:00,16:30:00,7A,1700 MARSHALL ST,AUTO THEFT,I,,942.0,SOUTHERN,South Baltimore,-76.61222,39.270140000000005,"(39.2701400000, -76.6122200000)",ROW/TOWNHO,1,113982,2015-05-29 08:14:00,Medium,AUTO THEFT,
113988,2015-05-28 00:00:00,16:00:00,6F,2900 KESWICK RD,LARCENY,O,,511.0,NORTHERN,Hampden,-76.628,39.32245,"(39.3224500000, -76.6280000000)",STREET,1,113988,2015-05-28 17:27:00,Low,LARCENCY,
113991,2015-05-28 00:00:00,15:40:00,6B,0 W BALTIMORE ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.61532,39.28949,"(39.2894900000, -76.6153200000)",STREET,1,113991,2015-05-28 16:20:00,Low,LARCENCY,
113994,2015-05-28 00:00:00,15:20:00,5A,2100 DRUID PARK DR,BURGLARY,I,,533.0,NORTHERN,Woodberry,-76.65021,39.3315,"(39.3315000000, -76.6502100000)",ROW/TOWNHO,1,113994,2015-05-28 11:08:00,Low,LARCENY F/AUTO,
113997,2015-05-28 00:00:00,14:57:00,6C,2400 BOSTON ST,LARCENY,I,,232.0,SOUTHEASTERN,Canton,-76.58227,39.28185,"(39.2818500000, -76.5822700000)",RETAIL/SMA,1,113997,2015-05-28 15:34:00,Low,LARCENCY,
114000,2015-05-28 00:00:00,13:45:00,7A,2900 GEORGETOWN RD,AUTO THEFT,O,,831.0,SOUTHWESTERN,Morrell Park,-76.66159,39.26412,"(39.2641200000, -76.6615900000)",STREET,1,114000,2015-05-28 13:25:00,Medium,AUTO THEFT,
114024,2015-05-28 00:00:00,11:00:00,5A,500 E 23RD ST,BURGLARY,I,,342.0,EASTERN,East Baltimore Midway,-76.60916999999999,39.31541,"(39.3154100000, -76.6091700000)",ROW/TOWNHO,1,114024,2015-05-29 07:38:00,Non-Emergency,SUPV COMPLAINT,
114026,2015-05-28 00:00:00,10:25:00,5C,0 S HIGHLAND AV,BURGLARY,I,,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56934,39.29195,"(39.2919500000, -76.5693400000)",ROW/TOWNHO,1,114026,2015-05-28 22:09:00,Medium,FAMILY DISTURB,
114037,2015-05-28 00:00:00,08:00:00,6D,1200 N CALVERT ST,LARCENY FROM AUTO,O,,141.0,CENTRAL,Mid-Town Belvedere,-76.61333,39.3037,"(39.3037000000, -76.6133300000)",STREET,1,114037,2015-05-29 16:26:00,Low,LARCENY F/AUTO,
114043,2015-05-28 00:00:00,07:00:00,5A,0 UPMANOR RD,BURGLARY,I,,822.0,SOUTHWESTERN,Uplands,-76.68989,39.28694,"(39.2869400000, -76.6898900000)",ROW/TOWNHO,1,114043,2015-05-28 10:16:00,Non-Emergency,SEARCH&SEIZURE,
114044,2015-05-28 00:00:00,07:00:00,6G,5900 LACLEDE RD,LARCENY,I,,441.0,NORTHEASTERN,Cedonia,-76.53138,39.32732,"(39.3273200000, -76.5313800000)",ROW/TOWNHO,1,114044,2015-05-29 20:49:00,High,SILENT ALARM,
114057,2015-05-28 00:00:00,04:31:00,3AF,5000 WINDSOR MILL RD,ROBBERY - STREET,O,FIREARM,821.0,SOUTHWESTERN,Wakefield,-76.70168000000001,39.30964,"(39.3096400000, -76.7016800000)",STREET,1,114057,2015-05-28 04:26:00,High,ROBBERY ARMED,
114068,2015-05-28 00:00:00,01:30:00,5A,900 FELL ST,BURGLARY,I,,213.0,SOUTHEASTERN,Fells Point,-76.59023,39.28117,"(39.2811700000, -76.5902300000)",OTHER - IN,1,114068,2015-05-29 05:55:00,High,SILENT ALARM,
114070,2015-05-28 00:00:00,01:08:00,6D,5700 FALLS RD,LARCENY FROM AUTO,O,,533.0,NORTHERN,Sabina-Mattfeldt,-76.64771999999999,39.365809999999996,"(39.3658100000, -76.6477200000)",STREET,1,114070,2015-05-28 19:07:00,Low,LARCENY F/AUTO,
114072,2015-05-28 00:00:00,01:01:00,7A,500 S HAVEN ST,AUTO THEFT,O,,233.0,SOUTHEASTERN,Brewers Hill,-76.56244000000001,39.28678,"(39.2867800000, -76.5624400000)",STREET,1,114072,2015-05-28 22:30:00,Medium,AUTO THEFT,
114076,2015-05-28 00:00:00,01:00:00,5A,900 FELL ST,BURGLARY,O,,213.0,SOUTHEASTERN,Fells Point,-76.59028,39.2813,"(39.2813000000, -76.5902800000)",BOAT/SHIP,1,114076,2015-05-29 05:55:00,High,SILENT ALARM,
114077,2015-05-28 00:00:00,01:00:00,4E,0 MARKET PL,COMMON ASSAULT,I,HANDS,111.0,CENTRAL,Downtown,-76.60672,39.28832,"(39.2883200000, -76.6067200000)",CONVENIENC,1,114077,2015-05-28 12:31:00,Non-Emergency,PRKG COMPLAINT,
114078,2015-05-28 00:00:00,00:37:00,3B,100 W READ ST,ROBBERY - STREET,O,,141.0,CENTRAL,Mid-Town Belvedere,-76.61749,39.29965,"(39.2996500000, -76.6174900000)",STREET,1,114078,2015-05-28 00:32:00,Medium,DISORDERLY,
114079,2015-05-28 00:00:00,00:37:00,3B,100 W READ ST,ROBBERY - STREET,O,,141.0,CENTRAL,Mid-Town Belvedere,-76.61749,39.29965,"(39.2996500000, -76.6174900000)",STREET,1,114079,2015-05-28 00:32:00,Medium,DISORDERLY,
113729,2015-05-29 00:00:00,23:57:00,6A,100 S HOWARD ST,LARCENY,O,,113.0,CENTRAL,Downtown West,-76.61931,39.2874,"(39.2874000000, -76.6193100000)",STREET,1,113729,2015-05-29 23:52:00,Low,LARCENCY,
113740,2015-05-29 00:00:00,23:00:00,7C,2300 EUTAW PL,AUTO THEFT,O,,133.0,CENTRAL,Reservoir Hill,-76.63559000000001,39.31214,"(39.3121400000, -76.6355900000)",STREET,1,113740,2015-05-30 08:27:00,Medium,AUTO THEFT,
113758,2015-05-29 00:00:00,21:00:00,7A,700 DEACONHILL CT,AUTO THEFT,O,,922.0,SOUTHERN,Cherry Hill,-76.61944,39.248000000000005,"(39.2480000000, -76.6194400000)",STREET,1,113758,2015-05-30 13:57:00,Medium,AUTO THEFT,
113761,2015-05-29 00:00:00,20:13:00,6E,3700 DILLON ST,LARCENY,O,,233.0,SOUTHEASTERN,Brewers Hill,-76.56562,39.28161,"(39.2816100000, -76.5656200000)",PARKING LO,1,113761,2015-05-30 11:26:00,Low,LARCENY F/AUTO,
113773,2015-05-29 00:00:00,19:00:00,7A,1700 W LANVALE ST,AUTO THEFT,O,,713.0,WESTERN,Harlem Park,-76.6444,39.29769,"(39.2976900000, -76.6444000000)",STREET,1,113773,2015-05-30 13:34:00,Medium,AUTO THEFT,
113778,2015-05-29 00:00:00,18:45:00,6F,6600 KNOTTWOOD CT,LARCENY,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.56845,39.36781,"(39.3678100000, -76.5684500000)",STREET,1,113778,2015-05-30 19:17:00,Low,WANTED ON WARR,
113784,2015-05-29 00:00:00,18:00:00,7C,700 WASHINGTON PL,AUTO THEFT,O,,142.0,CENTRAL,Mount Vernon,-76.61551,39.29833,"(39.2983300000, -76.6155100000)",STREET,1,113784,2015-05-30 09:54:00,Medium,AUTO THEFT,
113787,2015-05-29 00:00:00,17:51:00,6G,700 W 40TH ST,LARCENY,I,,531.0,NORTHERN,Hampden,-76.62875,39.33717,"(39.3371700000, -76.6287500000)",DOCTORS OF,1,113787,2015-05-29 11:58:00,Low,LARCENCY,
113797,2015-05-29 00:00:00,16:45:00,6G,2900 N CHARLES ST,LARCENY,I,,512.0,NORTHERN,Charles Village,-76.61719000000001,39.32418,"(39.3241800000, -76.6171900000)",DOCTORS OF,1,113797,2015-05-30 13:49:00,Non-Emergency,FOLLOW UP,
113798,2015-05-29 00:00:00,16:40:00,3B,3400 UNIVERSITY PL,ROBBERY - STREET,O,,512.0,NORTHERN,Oakenshawe,-76.61149,39.33067,"(39.3306700000, -76.6114900000)",STREET,1,113798,2015-05-29 16:40:00,High,ROBBERY UNARMED,
113801,2015-05-29 00:00:00,16:20:00,7A,800 POPLAR GROVE ST,AUTO THEFT,I,,814.0,SOUTHWESTERN,Franklintown Road,-76.66511,39.29721,"(39.2972100000, -76.6651100000)",SCHOOL,1,113801,2015-05-29 17:04:00,Medium,AUTO THEFT,
113811,2015-05-29 00:00:00,15:30:00,7A,700 DEACONHILL CT,AUTO THEFT,O,,922.0,SOUTHERN,Cherry Hill,-76.61981999999999,39.24767,"(39.2476700000, -76.6198200000)",STREET,1,113811,2015-05-30 13:57:00,Medium,AUTO THEFT,
113814,2015-05-29 00:00:00,15:20:00,6D,3200 N CALVERT ST,LARCENY FROM AUTO,O,,512.0,NORTHERN,Charles Village,-76.61486,39.32715,"(39.3271500000, -76.6148600000)",STREET,1,113814,2015-05-29 17:13:00,Low,LARCENY F/AUTO,
113819,2015-05-29 00:00:00,15:00:00,4E,400 S PULASKI ST,COMMON ASSAULT,I,HANDS,841.0,SOUTHWESTERN,Carrollton Ridge,-76.64978,39.282270000000004,"(39.2822700000, -76.6497800000)",ROW/TOWNHO,1,113819,2015-05-29 20:42:00,Low,ANIMAL CRUELTY,
113827,2015-05-29 00:00:00,13:00:00,5B,3500 N CALVERT ST,BURGLARY,I,,512.0,NORTHERN,Oakenshawe,-76.61444,39.33181,"(39.3318100000, -76.6144400000)",ROW/TOWNHO,1,113827,2015-05-29 19:49:00,Medium,BURGLARY,
113846,2015-05-29 00:00:00,10:00:00,6E,1900 E 29TH ST,LARCENY,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.58849000000001,39.32459,"(39.3245900000, -76.5884900000)",STREET,1,113846,2015-05-30 10:14:00,Low,LARCENY F/AUTO,
113860,2015-05-29 00:00:00,07:30:00,7A,2900 STRANDEN RD,AUTO THEFT,I,,923.0,SOUTHERN,Lakeland,-76.64526,39.25412,"(39.2541200000, -76.6452600000)",SCHOOL,1,113860,2015-05-29 16:25:00,Low,LARCENY F/AUTO,
113861,2015-05-29 00:00:00,07:00:00,6J,1400 N LINWOOD AV,LARCENY,O,,332.0,EASTERN,Berea,-76.57674,39.30727,"(39.3072700000, -76.5767400000)",STREET,1,113861,2015-05-29 06:59:00,Low,OTHER,
113869,2015-05-29 00:00:00,05:00:00,6E,1700 ABBOTSTON ST,LARCENY,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59259,39.32168,"(39.3216800000, -76.5925900000)",ALLEY,1,113869,2015-05-29 11:28:00,Low,LARCENY F/AUTO,
113870,2015-05-29 00:00:00,04:09:00,4A,0 W 24TH ST,AGG. ASSAULT,O,FIREARM,514.0,NORTHERN,Old Goucher,-76.6173,39.316309999999994,"(39.3163100000, -76.6173000000)",STREET,1,113870,2015-05-29 04:02:00,High,ROBBERY ARMED,
113871,2015-05-29 00:00:00,04:09:00,3AF,0 W 24TH ST,ROBBERY - STREET,O,FIREARM,514.0,NORTHERN,Old Goucher,-76.6173,39.316309999999994,"(39.3163100000, -76.6173000000)",STREET,1,113871,2015-05-29 04:02:00,High,ROBBERY ARMED,
113872,2015-05-29 00:00:00,04:09:00,3AF,0 W 24TH ST,ROBBERY - STREET,O,FIREARM,514.0,NORTHERN,Old Goucher,-76.6173,39.316309999999994,"(39.3163100000, -76.6173000000)",STREET,1,113872,2015-05-29 04:02:00,High,ROBBERY ARMED,
113879,2015-05-29 00:00:00,02:30:00,7A,2300 WHEATLEY DR,AUTO THEFT,O,,821.0,SOUTHWESTERN,Wakefield,-76.69954,39.31349,"(39.3134900000, -76.6995400000)",PARKING LO,1,113879,2015-05-29 05:51:00,Medium,AUTO THEFT,
113880,2015-05-29 00:00:00,02:28:00,5D,2400 E BIDDLE ST,BURGLARY,I,,322.0,EASTERN,Biddle Street,-76.58397,39.30467,"(39.3046700000, -76.5839700000)",ROW/TOWNHO,1,113880,2015-05-29 02:19:00,Medium,BURGLARY,
113883,2015-05-29 00:00:00,01:30:00,6E,1000 BRANCHWATER CT,LARCENY,O,,313.0,EASTERN,Gay Street,-76.59555,39.302409999999995,"(39.3024100000, -76.5955500000)",STREET,1,113883,2015-05-29 15:55:00,Low,LARCENY F/AUTO,
113884,2015-05-29 00:00:00,01:30:00,6D,3100 BONNIE RD,LARCENY FROM AUTO,O,,632.0,NORTHWESTERN,Cross Country,-76.69694,39.37076,"(39.3707600000, -76.6969400000)",STREET,1,113884,2015-05-29 10:41:00,Low,LARCENY F/AUTO,
113891,2015-05-29 00:00:00,01:06:00,4E,0 N WOODINGTON RD,COMMON ASSAULT,I,HANDS,843.0,SOUTHWESTERN,Irvington,-76.6868,39.28646,"(39.2864600000, -76.6868000000)",ROW/TOWNHO,1,113891,2015-05-29 01:02:00,Medium,COMMON ASSAULT,
113895,2015-05-29 00:00:00,01:01:00,6D,4200 GROVELAND AV,LARCENY FROM AUTO,O,,621.0,NORTHWESTERN,West Arlington,-76.68991,39.34078,"(39.3407800000, -76.6899100000)",STREET,1,113895,2015-05-29 04:40:00,Low,DESTRUCT PROPTY,
113901,2015-05-29 00:00:00,00:23:00,4A,3200 E MONUMENT ST,AGG. ASSAULT,O,FIREARM,333.0,EASTERN,Orangeville Industrial Ar,-76.57216,39.29927,"(39.2992700000, -76.5721600000)",STREET,1,113901,2015-05-29 20:08:00,Non-Emergency,Foot  Patrol,
113903,2015-05-29 00:00:00,00:01:00,6F,3100 BANCROFT RD,LARCENY,O,,632.0,NORTHWESTERN,Cross Country,-76.69499,39.36736,"(39.3673600000, -76.6949900000)",STREET,1,113903,2015-05-29 08:56:00,Low,BIKE LARCENY,
113904,2015-05-29 00:00:00,00:00:00,7A,2800 GWYNNS FALLS PY,AUTO THEFT,O,,731.0,NORTHWESTERN,Panway/Braddish Avenue,-76.66466,39.31449,"(39.3144900000, -76.6646600000)",STREET,1,113904,2015-05-29 09:27:00,Medium,AUTO THEFT,
113572,2015-05-30 00:00:00,23:20:00,6G,400 S BROADWAY,LARCENY,I,,213.0,SOUTHEASTERN,Fells Point,-76.59339,39.28647,"(39.2864700000, -76.5933900000)",FAST FOOD,1,113572,2015-05-30 22:48:00,Low,LARCENCY,
113582,2015-05-30 00:00:00,22:30:00,6D,100 W 39TH ST,LARCENY FROM AUTO,O,,541.0,NORTHERN,Tuscany-Canterbury,-76.62241,39.33659,"(39.3365900000, -76.6224100000)",ALLEY,1,113582,2015-05-31 09:55:00,Low,LARCENY F/AUTO,
113583,2015-05-30 00:00:00,22:00:00,7A,1300 W OLD COLD SPRING LN,AUTO THEFT,O,,541.0,NORTHERN,Medfield,-76.64156,39.343509999999995,"(39.3435100000, -76.6415600000)",STREET,1,113583,2015-05-31 09:11:00,Medium,AUTO THEFT,
113584,2015-05-30 00:00:00,22:00:00,6D,5500 LOTHIAN RD,LARCENY FROM AUTO,O,,523.0,NORTHERN,Cameron Village,-76.60249,39.35614,"(39.3561400000, -76.6024900000)",STREET,1,113584,2015-05-30 22:03:00,Low,LARCENY F/AUTO,
113585,2015-05-30 00:00:00,22:00:00,6D,2500 N ELLAMONT ST,LARCENY FROM AUTO,O,,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67139,39.31605,"(39.3160500000, -76.6713900000)",STREET,1,113585,2015-05-31 15:24:00,Low,LARCENY F/AUTO,
113590,2015-05-30 00:00:00,21:20:00,7A,1000 E 22ND ST,AUTO THEFT,O,,342.0,EASTERN,East Baltimore Midway,-76.60457,39.31357,"(39.3135700000, -76.6045700000)",STREET,1,113590,2015-05-30 21:50:00,Medium,AUTO THEFT,
113596,2015-05-30 00:00:00,21:00:00,6D,900 TRINITY ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Little Italy,-76.60094000000001,39.2859,"(39.2859000000, -76.6009400000)",STREET,1,113596,2015-05-30 22:49:00,Low,LARCENY F/AUTO,
113600,2015-05-30 00:00:00,20:00:00,7A,5300 GOODNOW RD,AUTO THEFT,O,,443.0,NORTHEASTERN,Frankford,-76.54306,39.323570000000004,"(39.3235700000, -76.5430600000)",PARKING LO,1,113600,2015-05-30 20:07:00,Medium,ATTEMPTED,
113604,2015-05-30 00:00:00,19:16:00,7A,1800 N CHESTER ST,AUTO THEFT,O,,331.0,EASTERN,Broadway East,-76.58863000000001,39.31095,"(39.3109500000, -76.5886300000)",STREET,1,113604,2015-05-30 08:36:00,Low,DESTRUCT PROPTY,
113614,2015-05-30 00:00:00,18:00:00,6E,1500 N DURHAM ST,LARCENY,O,,331.0,EASTERN,Broadway East,-76.59209,39.307990000000004,"(39.3079900000, -76.5920900000)",STREET,1,113614,2015-05-31 06:40:00,Low,LARCENY F/AUTO,
113616,2015-05-30 00:00:00,18:00:00,5D,2400 E MONUMENT ST,BURGLARY,I,,221.0,EASTERN,McElderry Park,-76.58310999999999,39.29878,"(39.2987800000, -76.5831100000)",GROCERY/CO,1,113616,2015-05-31 08:51:00,Medium,BURGLARY,
113622,2015-05-30 00:00:00,17:30:00,6E,300 W 31ST ST,LARCENY,O,,511.0,NORTHERN,Remington,-76.62409,39.32383,"(39.3238300000, -76.6240900000)",STREET,1,113622,2015-05-31 14:25:00,Low,LARCENY F/AUTO,
113631,2015-05-30 00:00:00,16:43:00,7A,2800 PRESBURY ST,AUTO THEFT,O,,813.0,SOUTHWESTERN,Northwest Community Actio,-76.66405,39.3073,"(39.3073000000, -76.6640500000)",PARKING LO,1,113631,2015-05-31 11:12:00,Non-Emergency,TOWED VEHICLE,
113632,2015-05-30 00:00:00,16:30:00,7C,200 S DALLAS CT,AUTO THEFT,I,,211.0,SOUTHEASTERN,Perkins Homes,-76.59656,39.28857,"(39.2885700000, -76.5965600000)",UNKNOWN,1,113632,2015-05-31 00:47:00,Medium,AUTO THEFT,
113634,2015-05-30 00:00:00,16:22:00,6C,1500 62ND ST,LARCENY,I,,441.0,NORTHEASTERN,Pulaski Industrial Area,-76.53103,39.311040000000006,"(39.3110400000, -76.5310300000)",OTHER - IN,1,113634,2015-05-30 15:10:00,Low,LARCENCY,
113637,2015-05-30 00:00:00,16:00:00,6F,1500 SYCAMORE ST,LARCENY,O,,911.0,SOUTHERN,Curtis Bay,-76.58989,39.23062,"(39.2306200000, -76.5898900000)",YARD,1,113637,2015-05-31 16:58:00,Low,BIKE LARCENY,
113641,2015-05-30 00:00:00,16:00:00,5A,1800 N CHESTER ST,BURGLARY,I,,331.0,EASTERN,Broadway East,-76.58861,39.311659999999996,"(39.3116600000, -76.5886100000)",ROW/TOWNHO,1,113641,2015-05-30 08:36:00,Low,DESTRUCT PROPTY,
113642,2015-05-30 00:00:00,15:30:00,6D,3300 PAINE ST,LARCENY FROM AUTO,O,,531.0,NORTHERN,Hampden,-76.63034,39.32748,"(39.3274800000, -76.6303400000)",ALLEY,1,113642,2015-05-31 15:47:00,Low,LARCENY F/AUTO,
113662,2015-05-30 00:00:00,13:45:00,6C,800 ALICEANNA ST,LARCENY,I,,211.0,SOUTHEASTERN,Inner Harbor,-76.6011,39.28317,"(39.2831700000, -76.6011000000)",RETAIL/SMA,1,113662,2015-05-30 13:45:00,Medium,LARCENCY,
113671,2015-05-30 00:00:00,12:20:00,5A,2000 N WOLFE ST,BURGLARY,I,,342.0,EASTERN,Darley Park,-76.59188,39.31418,"(39.3141800000, -76.5918800000)",ROW/TOWNHO,1,113671,2015-05-30 10:29:00,Medium,BURGLARY,
