Unnamed: 0,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,callDateTime,Priority,CallDescription,Season,Month,Hour
130656,2015-01-08,07:00:00,6L,5200 REISTERSTOWN RD,LARCENY,Inside,NONE,623.0,NORTHWESTERN,Woodmere,-76.68562,39.34445,"(39.3444500000, -76.6856200000)",OTHER - IN,1,2015-01-08 01:24:00,Low,Traffic Stop,winter,1,7
130657,2015-01-08,06:00:00,6D,4300 HILLEN RD,LARCENY FROM AUTO,Outside,NONE,421.0,NORTHEASTERN,Morgan State University,-76.58678,39.34268,"(39.3426800000, -76.5867800000)",STREET,1,2015-01-08 01:57:00,Medium,911/No Voice,winter,1,6
130658,2015-01-08,04:40:00,4E,2700 FENWICK AV,COMMON ASSAULT,Inside,HANDS,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59000999999998,39.32289,"(39.3228900000, -76.5900100000)",ROW/TOWNHO,1,2015-01-08 16:08:00,Non-Emergency,*75,winter,1,4
130659,2015-01-08,04:00:00,5A,5900 GLENFALLS AV,BURGLARY,Inside,NONE,425.0,NORTHEASTERN,Glenham-Belhar,-76.54195,39.34709,"(39.3470900000, -76.5419500000)",ROW/TOWNHO,1,2015-01-08 20:57:00,Medium,Burglary,winter,1,4
130476,2015-01-09,23:20:00,7A,500 PENNSYLVANIA AV,AUTO THEFT,Outside,NONE,143.0,CENTRAL,Seton Hill,-76.62446,39.2952,"(39.2952000000, -76.6244600000)",PARKING LO,1,2015-01-10 10:33:00,Medium,Auto Theft,winter,1,23
130478,2015-01-09,22:56:00,3AO,500 E 25TH ST,ROBBERY - STREET,Outside,OTHER,513.0,NORTHERN,Better Waverly,-76.60928,39.31816,"(39.3181600000, -76.6092800000)",STREET,1,2015-01-09 08:04:00,Medium,*CHEK WELL BEING,winter,1,22
130481,2015-01-09,22:00:00,6E,300 N HIGH ST,LARCENY,Outside,NONE,211.0,SOUTHEASTERN,Jonestown,-76.60628,39.29332,"(39.2933200000, -76.6062800000)",STREET,1,2015-01-10 09:57:00,Out of Service,Larceny f/Auto,winter,1,22
130482,2015-01-09,21:30:00,5A,800 N BRICE ST,BURGLARY,Inside,NONE,722.0,WESTERN,Midtown-Edmondson,-76.64990999999998,39.2979,"(39.2979000000, -76.6499100000)",ROW/TOWNHO,1,2015-01-10 14:25:00,High,Robbery Unarmed,winter,1,21
130485,2015-01-09,21:00:00,5D,300 E UNIVERSITY PW,BURGLARY,Inside,NONE,512.0,NORTHERN,Oakenshawe,-76.6129,39.3295,"(39.3295000000, -76.6129000000)",SHED/GARAGE,1,2015-01-10 09:10:00,Low,Larceny f/Auto,winter,1,21
130488,2015-01-09,20:15:00,6G,1300 W 36TH ST,LARCENY,Inside,NONE,531.0,NORTHERN,Hampden,-76.6365,39.3306,"(39.3306000000, -76.6365000000)",SCHOOL,1,2015-01-09 13:04:00,Out of Service,Larceny,winter,1,20
130496,2015-01-09,19:00:00,3K,6600 AQUARIUS CT,ROBBERY - RESIDENCE,Inside,NONE,423.0,NORTHEASTERN,Hamilton Hills,-76.56929000000002,39.36789,"(39.3678900000, -76.5692900000)",ROW/TOWNHO,1,2015-01-09 18:50:00,Medium,Common Assault,winter,1,19
130497,2015-01-09,18:50:00,6C,100 S ANN ST,LARCENY,Inside,NONE,212.0,SOUTHEASTERN,Upper Fells Point,-76.59170999999998,39.28996,"(39.2899600000, -76.5917100000)",CONVENIENC,1,2015-01-09 18:50:00,Low,Larceny,winter,1,18
130499,2015-01-09,18:16:00,6G,4100 TOWANDA AV,LARCENY,Inside,NONE,613.0,NORTHWESTERN,Towanda-Grantley,-76.66622,39.33482,"(39.3348200000, -76.6662200000)",OTHER - IN,1,2015-01-09 18:32:00,Low,Larceny,winter,1,18
130509,2015-01-09,16:00:00,4E,900 E PATAPSCO AV,COMMON ASSAULT,Outside,HANDS,912.0,SOUTHERN,Fairfield Area,-76.59646,39.23453,"(39.2345300000, -76.5964600000)",STREET,1,2015-01-09 17:25:00,Medium,*INVESTIGATE,winter,1,16
130510,2015-01-09,15:55:00,1F,5900 GLENKIRK RD,HOMICIDE,Outside,FIREARM,414.0,NORTHEASTERN,Ramblewood,-76.58948000000002,39.36343,"(39.3634300000, -76.5894800000)",STREET,1,2015-01-09 15:49:00,High,Armed Person,winter,1,15
130511,2015-01-09,15:55:00,1F,5900 GLENKIRK RD,HOMICIDE,Outside,FIREARM,414.0,NORTHEASTERN,Ramblewood,-76.58948000000002,39.36343,"(39.3634300000, -76.5894800000)",STREET,1,2015-01-09 15:49:00,High,Armed Person,winter,1,15
130513,2015-01-09,15:30:00,6B,1500 EDMONDSON AV,LARCENY,Outside,NONE,713.0,WESTERN,Harlem Park,-76.64154,39.29537,"(39.2953700000, -76.6415400000)",STREET,1,2015-01-09 15:40:00,Low,Larceny,winter,1,15
130518,2015-01-09,14:30:00,3AK,200 N ROSE ST,ROBBERY - STREET,Outside,KNIFE,221.0,SOUTHEASTERN,McElderry Park,-76.58136999999998,39.29483,"(39.2948300000, -76.5813700000)",STREET,1,2015-01-09 18:50:00,Low,Other,winter,1,14
130520,2015-01-09,13:30:00,5A,5000 GOVANE AV,BURGLARY,Inside,NONE,524.0,NORTHERN,Winston-Govans,-76.60776,39.34938,"(39.3493800000, -76.6077600000)",ROW/TOWNHO,1,2015-01-09 15:27:00,Medium,Burglary,winter,1,13
130521,2015-01-09,13:30:00,6D,800 EASTERN AV,LARCENY FROM AUTO,Outside,NONE,211.0,SOUTHEASTERN,Inner Harbor,-76.60214,39.28517,"(39.2851700000, -76.6021400000)",STREET,1,2015-01-09 13:45:00,Low,Larceny f/Auto,winter,1,13
130522,2015-01-09,13:23:00,4E,0 E REDWOOD ST,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,Downtown,-76.61423,39.28879000000001,"(39.2887900000, -76.6142300000)",STREET,1,2015-01-09 13:10:00,Medium,Common Assault,winter,1,13
130523,2015-01-09,13:17:00,6G,1400 S CAREY ST,LARCENY,Inside,NONE,932.0,SOUTHERN,Washington Village/Pigtow,-76.63356999999998,39.27931,"(39.2793100000, -76.6335700000)",ROW/TOWNHO,1,2015-01-09 14:32:00,Low,Larceny,winter,1,13
130524,2015-01-09,13:08:00,6D,1500 E FAIRMOUNT AV,LARCENY FROM AUTO,Outside,NONE,212.0,SOUTHEASTERN,Washington Hill,-76.59639,39.29232,"(39.2923200000, -76.5963900000)",STREET,1,2015-01-09 13:33:00,Low,Larceny f/Auto,winter,1,13
130526,2015-01-09,13:00:00,6J,100 N MONTFORD AV,LARCENY,Outside,NONE,221.0,SOUTHEASTERN,Patterson Place,-76.58335,39.29365,"(39.2936500000, -76.5833500000)",YARD,1,2015-01-09 12:24:00,Low,Larceny,winter,1,13
130527,2015-01-09,12:30:00,4E,3300 ANNAPOLIS RD,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,Cherry Hill,-76.63984,39.24882,"(39.2488200000, -76.6398400000)",OTHER - IN,1,2015-01-10 21:57:00,Low,Destruct Propty,winter,1,12
130528,2015-01-09,12:30:00,4E,3300 ANNAPOLIS RD,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,Cherry Hill,-76.63984,39.24882,"(39.2488200000, -76.6398400000)",OTHER - IN,1,2015-01-10 21:57:00,Low,Destruct Propty,winter,1,12
130531,2015-01-09,12:00:00,5A,100 S HILTON ST,BURGLARY,Inside,NONE,842.0,SOUTHWESTERN,Carroll-South Hilton,-76.67218000000003,39.28428,"(39.2842800000, -76.6721800000)",ROW/TOWNHO,1,2015-01-09 16:47:00,Medium,Burglary,winter,1,12
130533,2015-01-09,12:00:00,7A,2800 GOODWOOD RD,AUTO THEFT,Outside,NONE,421.0,NORTHEASTERN,Lauraville,-76.56577,39.35078,"(39.3507800000, -76.5657700000)",STREET,1,2015-01-10 08:00:00,Medium,Auto Theft,winter,1,12
130537,2015-01-09,11:30:00,6G,2200 PINEWOOD AV,LARCENY,Inside,NONE,423.0,NORTHEASTERN,Hamilton Hills,-76.57051,39.36634,"(39.3663400000, -76.5705100000)",SCHOOL,1,2015-01-09 13:01:00,Out of Service,Injured Person,winter,1,11
130546,2015-01-09,09:00:00,6D,5200 ELEANORA AV,LARCENY FROM AUTO,Outside,NONE,623.0,NORTHWESTERN,Woodmere,-76.68444000000002,39.34264,"(39.3426400000, -76.6844400000)",STREET,1,2015-01-09 14:06:00,Non-Emergency,Parking Cmpt,winter,1,9
130549,2015-01-09,08:30:00,6G,800 E 43RD ST,LARCENY,Inside,NONE,524.0,NORTHERN,Wilson Park,-76.60438,39.34241,"(39.3424100000, -76.6043800000)",SCHOOL,1,2015-01-09 18:56:00,Low,Larceny,winter,1,8
130550,2015-01-09,08:05:00,7A,3100 BRIGHTWOOD AV,AUTO THEFT,Outside,NONE,622.0,NORTHWESTERN,Howard Park,-76.70111,39.32582,"(39.3258200000, -76.7011100000)",STREET,1,2015-01-09 08:12:00,Medium,Auto Theft,winter,1,8
130551,2015-01-09,08:00:00,6E,2800 E CHASE ST,LARCENY,Inside,NONE,323.0,EASTERN,Biddle Street,-76.5782,39.3039,"(39.3039000000, -76.5782000000)",ROW/TOWNHO,1,2015-01-09 20:13:00,Low,Larceny f/Auto,winter,1,8
130558,2015-01-09,06:00:00,6E,2900 JENIFER AV,LARCENY,Outside,NONE,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.58759,39.32466,"(39.3246600000, -76.5875900000)",STREET,1,2015-01-10 14:23:00,Low,Larceny f/Auto,winter,1,6
130559,2015-01-09,05:00:00,5C,2300 DUKER CT,BURGLARY,Inside,NONE,232.0,SOUTHEASTERN,Canton,-76.58409,39.28543,"(39.2854300000, -76.5840900000)",ROW/TOWNHO,1,2015-01-09 05:56:00,Medium,Burglary,winter,1,5
130570,2015-01-09,00:55:00,7A,500 W MULBERRY ST,AUTO THEFT,Outside,NONE,121.0,CENTRAL,University Of Maryland,-76.62337,39.29375,"(39.2937500000, -76.6233700000)",GAS STATIO,1,2015-01-09 00:49:00,Medium,Auto Theft,winter,1,0
130571,2015-01-09,00:45:00,4E,800 BONAPARTE AV,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,East Baltimore Midway,-76.60284,39.31706,"(39.3170600000, -76.6028400000)",ROW/TOWNHO,1,2015-01-09 00:41:00,Medium,Common Assault,winter,1,0
130388,2015-01-10,22:00:00,7A,1000 UPNOR RD,AUTO THEFT,Outside,NONE,523.0,NORTHERN,Cameron Village,-76.59881999999998,39.35737,"(39.3573700000, -76.5988200000)",STREET,1,2015-01-11 10:12:00,Medium,Auto Theft,winter,1,22
130389,2015-01-10,22:00:00,7A,5300 HADDON AV,AUTO THEFT,Outside,NONE,622.0,NORTHWESTERN,Howard Park,-76.70145,39.33536,"(39.3353600000, -76.7014500000)",STREET,1,2015-01-11 10:12:00,Medium,Auto Theft,winter,1,22
130394,2015-01-10,21:18:00,5B,3700 HILTON RD,BURGLARY,Inside,NONE,643.0,NORTHWESTERN,Ashburton,-76.6694,39.32838,"(39.3283800000, -76.6694000000)",ROW/TOWNHO,1,2015-01-10 21:15:00,Low,Destruct Propty,winter,1,21
130395,2015-01-10,21:15:00,6G,0 N EUTAW ST,LARCENY,Inside,NONE,111.0,CENTRAL,Downtown,-76.62092,39.28989,"(39.2898900000, -76.6209200000)",APT/CONDO,1,2015-01-10 05:56:00,Low,Larceny,winter,1,21
130401,2015-01-10,20:00:00,7A,7600 HARFORD RD,AUTO THEFT,Outside,NONE,424.0,NORTHEASTERN,North Harford Road,-76.54446,39.37197000000001,"(39.3719700000, -76.5444600000)",STREET,1,2015-01-10 16:23:00,Medium,911/No Voice,winter,1,20
130403,2015-01-10,19:59:00,7A,3100 MC ELDERRY ST,AUTO THEFT,Outside,NONE,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57252,39.29808,"(39.2980800000, -76.5725200000)",STREET,1,2015-01-10 19:52:00,Medium,Auto Theft,winter,1,19
130404,2015-01-10,19:36:00,4E,2300 BELAIR RD,COMMON ASSAULT,Outside,HANDS,431.0,NORTHEASTERN,Clifton Park,-76.57828,39.31767,"(39.3176700000, -76.5782800000)",STREET,1,2015-01-10 19:34:00,Medium,Common Assault,winter,1,19
130405,2015-01-10,19:30:00,6G,700 EASTERN AV,LARCENY,Outside,NONE,112.0,CENTRAL,Inner Harbor,-76.60544,39.28497,"(39.2849700000, -76.6054400000)",STREET,1,2015-01-11 09:43:00,Low,Larceny,winter,1,19
130408,2015-01-10,18:52:00,4E,2100 CLIFTON AV,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,Mondawmin,-76.65183,39.31178,"(39.3117800000, -76.6518300000)",ROW/TOWNHO,1,2015-01-10 18:48:00,Medium,Common Assault,winter,1,18
130414,2015-01-10,18:00:00,7A,6100 REISTERSTOWN RD,AUTO THEFT,Outside,NONE,631.0,NORTHWESTERN,Reisterstown Station,-76.69841,39.35337,"(39.3533700000, -76.6984100000)",OTHER - OU,1,2015-01-10 14:27:00,Low,Auto Accident,winter,1,18
130415,2015-01-10,18:00:00,6E,4600 CHATFORD AV,LARCENY,Outside,NONE,442.0,NORTHEASTERN,Parkside,-76.55736,39.32419,"(39.3241900000, -76.5573600000)",STREET,1,2015-01-11 08:47:00,Low,Larceny f/Auto,winter,1,18
130416,2015-01-10,18:00:00,6D,800 KEY HW,LARCENY FROM AUTO,Outside,NONE,942.0,CENTRAL,Federal Hill,-76.60658000000002,39.27996,"(39.2799600000, -76.6065800000)",STREET,1,2015-01-10 14:16:00,Low,*OUT OF JURIS,winter,1,18
130422,2015-01-10,16:30:00,6D,5000 SCHAUB AV,LARCENY FROM AUTO,Inside,NONE,444.0,NORTHEASTERN,Frankford,-76.53936999999998,39.32319,"(39.3231900000, -76.5393700000)",BAR,1,2015-01-11 15:47:00,Low,Larceny f/Auto,winter,1,16
130431,2015-01-10,14:00:00,5A,4000 6TH ST,BURGLARY,Inside,NONE,913.0,SOUTHERN,Brooklyn,-76.60336,39.23139000000001,"(39.2313900000, -76.6033600000)",ROW/TOWNHO,1,2015-01-11 02:37:00,Medium,Burglary,winter,1,14
130436,2015-01-10,13:00:00,6G,1200 WALTERS AV,LARCENY,Inside,NONE,414.0,NORTHEASTERN,Woodbourne Heights,-76.59315,39.35963,"(39.3596300000, -76.5931500000)",ROW/TOWNHO,1,2015-01-10 16:39:00,Low,Larceny,winter,1,13
130438,2015-01-10,12:50:00,7A,1100 CLEVELAND ST,AUTO THEFT,Outside,NONE,932.0,SOUTHERN,Washington Village/Pigtow,-76.63155,39.28109,"(39.2810900000, -76.6315500000)",STREET,1,2015-01-10 12:50:00,Medium,Auto Theft,winter,1,12
130444,2015-01-10,12:00:00,7A,3900 BATEMAN AV,AUTO THEFT,Outside,NONE,641.0,NORTHWESTERN,Windsor Hills,-76.68285999999998,39.31807,"(39.3180700000, -76.6828600000)",YARD,1,2015-01-10 12:11:00,Medium,Auto Theft,winter,1,12
130445,2015-01-10,11:50:00,6G,6300 TRAMORE RD,LARCENY,Inside,NONE,423.0,NORTHEASTERN,Hamilton Hills,-76.56676,39.36317,"(39.3631700000, -76.5667600000)",ROW/TOWNHO,1,2015-01-10 20:48:00,Low,Larceny,winter,1,11
130447,2015-01-10,11:30:00,7C,3200 GULFPORT DR,AUTO THEFT,Outside,NONE,922.0,SOUTHERN,Cherry Hill,-76.61815,39.24752,"(39.2475200000, -76.6181500000)",STREET,1,2015-01-10 11:27:00,Low,RECOVERED VEH,winter,1,11
130451,2015-01-10,10:30:00,7A,2500 GUILFORD AV,AUTO THEFT,Outside,NONE,512.0,NORTHERN,Charles Village,-76.61293,39.31856,"(39.3185600000, -76.6129300000)",STREET,1,2015-01-11 15:26:00,Medium,Auto Theft,winter,1,10
130453,2015-01-10,10:00:00,6J,5400 MOORES RUN DR,LARCENY,Outside,NONE,441.0,NORTHEASTERN,Cedonia,-76.53528,39.33261,"(39.3326100000, -76.5352800000)",YARD,1,2015-01-10 10:41:00,Low,Larceny,winter,1,10
130455,2015-01-10,09:54:00,5B,3800 WABASH AV,BURGLARY,Inside,NONE,643.0,NORTHWESTERN,East Arlington,-76.66512,39.32786,"(39.3278600000, -76.6651200000)",APT/CONDO,1,2015-01-10 18:36:00,Low,Destruct Propty,winter,1,9
130456,2015-01-10,09:30:00,4E,100 AMBERLY WY,COMMON ASSAULT,Inside,HANDS,521.0,NORTHERN,Wyndhurst,-76.62682,39.35935,"(39.3593500000, -76.6268200000)",SCHOOL,1,2015-01-10 13:25:00,Medium,Common Assault,winter,1,9
130457,2015-01-10,09:00:00,3AF,5000 YORK RD,ROBBERY - STREET,Outside,FIREARM,521.0,NORTHERN,Radnor-Winston,-76.60970999999998,39.34912,"(39.3491200000, -76.6097100000)",STREET,1,2015-01-10 09:04:00,High,Robbery Armed,winter,1,9
130458,2015-01-10,08:00:00,5A,3800 RAVENWOOD AV,BURGLARY,Inside,NONE,432.0,NORTHEASTERN,Belair-Edison,-76.56277,39.3158,"(39.3158000000, -76.5627700000)",ROW/TOWNHO,1,2015-01-10 23:32:00,Medium,Burglary,winter,1,8
130459,2015-01-10,06:10:44,2A,900 W LEXINGTON ST,RAPE,Inside,OTHER,712.0,WESTERN,Poppleton,-76.63255,39.29105,"(39.2910500000, -76.6325500000)",ROW/TOWNHO,1,2015-01-10 19:39:00,Non-Emergency,FOLLOW-UP,winter,1,6
130460,2015-01-10,06:00:00,7A,6200 EVERALL AV,AUTO THEFT,Inside,NONE,425.0,NORTHEASTERN,Glenham-Belhar,-76.53779,39.35126,"(39.3512600000, -76.5377900000)",ROW/TOWNHO,1,2015-01-10 05:58:00,Medium,Auto Theft,winter,1,6
130461,2015-01-10,05:45:00,5C,500 N CARROLLTON AV,BURGLARY,Inside,NONE,713.0,WESTERN,Harlem Park,-76.6371,39.29473,"(39.2947300000, -76.6371000000)",APT/CONDO,1,2015-01-10 09:29:00,Medium,Burglary,winter,1,5
130465,2015-01-10,02:00:00,4E,2500 W PRATT ST,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,Shipley Hill,-76.6563,39.2847,"(39.2847000000, -76.6563000000)",ROW/TOWNHO,1,2015-01-10 02:02:00,Medium,Common Assault,winter,1,2
130467,2015-01-10,01:00:00,7A,1100 N CALVERT ST,AUTO THEFT,Outside,NONE,141.0,CENTRAL,Mid-Town Belvedere,-76.61321,39.30286,"(39.3028600000, -76.6132100000)",STREET,1,2015-01-10 21:27:00,Medium,Auto Theft,winter,1,1
130469,2015-01-10,00:45:00,5A,3600 FAIRHAVEN AV,BURGLARY,Inside,NONE,911.0,SOUTHERN,Curtis Bay,-76.59059,39.23196,"(39.2319600000, -76.5905900000)",ROW/TOWNHO,1,2015-01-10 03:03:00,Medium,Burglary,winter,1,0
130470,2015-01-10,00:35:00,3B,300 S CLINTON ST,ROBBERY - STREET,Outside,NONE,231.0,SOUTHEASTERN,Highlandtown,-76.57011999999997,39.28838,"(39.2883800000, -76.5701200000)",STREET,1,2015-01-10 00:47:00,High,Robbery Unarmed,winter,1,0
130471,2015-01-10,00:05:00,7A,700 N CURLEY ST,AUTO THEFT,Outside,NONE,323.0,EASTERN,Madison-Eastend,-76.57594,39.29949000000001,"(39.2994900000, -76.5759400000)",STREET,1,2015-01-10 16:51:00,Medium,Auto Theft,winter,1,0
130296,2015-01-11,23:45:00,4E,1300 W 37TH ST,COMMON ASSAULT,Inside,HANDS,531.0,NORTHERN,Hampden,-76.638,39.33206,"(39.3320600000, -76.6380000000)",ROW/TOWNHO,1,2015-01-11 23:41:00,Medium,Common Assault,winter,1,23
130299,2015-01-11,23:00:00,7A,6500 EASTERN PW,AUTO THEFT,Outside,NONE,424.0,NORTHEASTERN,Westfield,-76.5463,39.35896,"(39.3589600000, -76.5463000000)",STREET,1,2015-01-12 05:59:00,Medium,Auto Theft,winter,1,23
130300,2015-01-11,23:00:00,6D,300 S CALHOUN ST,LARCENY FROM AUTO,Outside,NONE,935.0,SOUTHERN,New Southwest/Mount Clare,-76.63926,39.28412,"(39.2841200000, -76.6392600000)",STREET,1,2015-01-12 05:51:00,Low,Larceny f/Auto,winter,1,23
130301,2015-01-11,23:00:00,5A,2300 FEDERAL ST,BURGLARY,Inside,NONE,331.0,EASTERN,Broadway East,-76.58483000000003,39.30885,"(39.3088500000, -76.5848300000)",ROW/TOWNHO,1,2015-01-11 07:22:00,Medium,*COMMERCIAL,winter,1,23
130302,2015-01-11,23:00:00,4E,800 N ROSE ST,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,Milton-Montford,-76.58165,39.30042,"(39.3004200000, -76.5816500000)",ROW/TOWNHO,1,2015-01-12 12:00:00,Medium,Common Assault,winter,1,23
130303,2015-01-11,23:00:00,5D,2300 FEDERAL ST,BURGLARY,Inside,NONE,331.0,EASTERN,Broadway East,-76.58483000000003,39.30885,"(39.3088500000, -76.5848300000)",LIQUOR STO,1,2015-01-11 07:22:00,Medium,*COMMERCIAL,winter,1,23
130304,2015-01-11,22:35:00,7A,300 ROSEBANK AV,AUTO THEFT,Outside,NONE,523.0,NORTHERN,Homeland,-76.61488,39.36195,"(39.3619500000, -76.6148800000)",STREET,1,2015-01-11 22:20:00,Medium,Auto Theft,winter,1,22
130306,2015-01-11,21:10:00,4E,3800 FORDLEIGH RD,COMMON ASSAULT,Inside,HANDS,632.0,NORTHWESTERN,Glen,-76.69797,39.35639000000001,"(39.3563900000, -76.6979700000)",ROW/TOWNHO,1,2015-01-11 20:55:00,Medium,Common Assault,winter,1,21
130314,2015-01-11,20:00:00,7A,3300 W CATON AV,AUTO THEFT,Inside,NONE,842.0,SOUTHWESTERN,Saint Josephs,-76.6734,39.286,"(39.2860000000, -76.6734000000)",OTHER - IN,1,2015-01-12 08:17:00,Medium,Auto Theft,winter,1,20
130315,2015-01-11,19:57:00,5D,5500 PARK HEIGHTS AV,BURGLARY,Inside,NONE,633.0,NORTHWESTERN,Arlington,-76.68353,39.35181,"(39.3518100000, -76.6835300000)",OTHER - IN,1,2015-01-11 20:02:00,Medium,Burglary,winter,1,19
130319,2015-01-11,19:00:00,6E,2600 HAFER ST,LARCENY,Outside,NONE,842.0,SOUTHWESTERN,Shipley Hill,-76.65875,39.28283,"(39.2828300000, -76.6587500000)",STREET,1,2015-01-12 19:29:00,Low,Larceny f/Auto,winter,1,19
130325,2015-01-11,18:00:00,6G,1800 E EAGER ST,LARCENY,Inside,NONE,322.0,EASTERN,Middle East,-76.59232,39.30197,"(39.3019700000, -76.5923200000)",CONSTRUCTI,1,2015-01-12 08:31:00,Low,Larceny,winter,1,18
130327,2015-01-11,17:53:00,4E,3900 MOUNT PLEASANT AV,COMMON ASSAULT,Inside,HANDS,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56421,39.29094,"(39.2909400000, -76.5642100000)",ROW/TOWNHO,1,2015-01-11 17:34:00,Medium,Common Assault,winter,1,17
130329,2015-01-11,17:30:00,4C,3800 BROOKLYN AV,AGG. ASSAULT,Inside,OTHER,913.0,SOUTHERN,Brooklyn,-76.60161,39.23334000000001,"(39.2333400000, -76.6016100000)",ROW/TOWNHO,1,2015-01-11 17:01:00,High,Aggrav Assault,winter,1,17
130330,2015-01-11,17:13:00,6C,3500 BOSTON ST,LARCENY,Inside,NONE,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",RETAIL/SMA,1,2015-01-11 21:37:00,High,Silent Alarm,winter,1,17
130333,2015-01-11,17:00:00,5B,1800 NORTHBOURNE RD,BURGLARY,Inside,NONE,415.0,NORTHEASTERN,Perring Loch,-76.58199,39.35392,"(39.3539200000, -76.5819900000)",ROW/TOWNHO,1,2015-01-11 19:02:00,Medium,Missing Person,winter,1,17
130341,2015-01-11,15:00:00,6E,5900 BELAIR RD,LARCENY,Outside,NONE,425.0,NORTHEASTERN,Glenham-Belhar,-76.54118000000003,39.34549000000001,"(39.3454900000, -76.5411800000)",STREET,1,2015-01-12 09:30:00,Low,Larceny f/Auto,winter,1,15
130343,2015-01-11,14:30:00,6F,400 N BROADWAY,LARCENY,Outside,NONE,321.0,EASTERN,Dunbar-Broadway,-76.59425,39.29543,"(39.2954300000, -76.5942500000)",OTHER - OU,1,2015-01-12 15:30:00,Low,Larceny,winter,1,14
130344,2015-01-11,14:30:00,6C,2500 BELAIR RD,LARCENY,Inside,NONE,434.0,NORTHEASTERN,Belair-Edison,-76.57786999999998,39.31793,"(39.3179300000, -76.5778700000)",OTHER - IN,1,2015-01-11 14:16:00,Low,Larceny,winter,1,14
130346,2015-01-11,14:00:00,7A,4900 GOODNOW RD,AUTO THEFT,Inside,NONE,443.0,NORTHEASTERN,Frankford,-76.54885,39.32722,"(39.3272200000, -76.5488500000)",APT/CONDO,1,2015-01-12 10:25:00,Medium,Auto Theft,winter,1,14
130350,2015-01-11,13:00:00,6D,7300 PARK HEIGHTS AV,LARCENY FROM AUTO,Outside,NONE,631.0,NORTHWESTERN,Fallstaff,-76.70909,39.36998,"(39.3699800000, -76.7090900000)",PARKING LO,1,2015-01-11 21:00:00,Out of Service,*REAR TAG,winter,1,13
130356,2015-01-11,10:15:00,6G,700 N CALVERT ST,LARCENY,Inside,NONE,142.0,CENTRAL,Mount Vernon,-76.61296,39.29809,"(39.2980900000, -76.6129600000)",RELIGIOUS,1,2015-01-11 12:45:00,Low,Larceny,winter,1,10
130357,2015-01-11,09:15:00,6G,3500 E BALTIMORE ST,LARCENY,Inside,NONE,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56835,39.2925,"(39.2925000000, -76.5683500000)",ROW/TOWNHO,1,2015-01-11 18:15:00,Low,Larceny,winter,1,9
130358,2015-01-11,08:30:00,6E,2000 N PAYSON ST,LARCENY,Outside,NONE,731.0,WESTERN,Mondawmin,-76.65002,39.31114,"(39.3111400000, -76.6500200000)",STREET,1,2015-01-11 12:22:00,Low,Larceny f/Auto,winter,1,8
130361,2015-01-11,06:57:00,5D,500 OLDHAM ST,BURGLARY,Inside,NONE,242.0,SOUTHEASTERN,Greektown,-76.55572,39.28646,"(39.2864600000, -76.5557200000)",LAUNDRY/CL,1,2015-01-11 06:41:00,Medium,Burglary,winter,1,6
130363,2015-01-11,04:16:00,4A,4200 NICHOLAS AV,AGG. ASSAULT,Inside,FIREARM,442.0,NORTHEASTERN,Belair-Edison,-76.5627,39.32814000000001,"(39.3281400000, -76.5627000000)",ROW/TOWNHO,1,2015-01-12 10:02:00,Medium,Burglary,winter,1,4
130364,2015-01-11,04:16:00,4E,4200 NICHOLAS AV,COMMON ASSAULT,,HANDS,442.0,NORTHEASTERN,Belair-Edison,-76.5627,39.32814000000001,"(39.3281400000, -76.5627000000)",,1,2015-01-12 10:02:00,Medium,Burglary,winter,1,4
130371,2015-01-11,02:31:00,5D,4800 EASTERN AV,BURGLARY,Inside,NONE,242.0,SOUTHEASTERN,Greektown,-76.55555,39.28704000000001,"(39.2870400000, -76.5555500000)",LIQUOR STO,1,2015-01-11 08:42:00,Medium,Burglary,winter,1,2
130373,2015-01-11,02:00:00,6D,400 N EAST AV,LARCENY FROM AUTO,Outside,NONE,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57213,39.29649000000001,"(39.2964900000, -76.5721300000)",STREET,1,2015-01-11 21:25:00,Low,Larceny f/Auto,winter,1,2
130374,2015-01-11,01:50:00,4E,1200 GLENEAGLE RD,COMMON ASSAULT,Inside,HANDS,414.0,NORTHEASTERN,Ramblewood,-76.59208000000002,39.36377,"(39.3637700000, -76.5920800000)",ROW/TOWNHO,1,2015-01-11 01:25:00,Low,Other,winter,1,1
