Description,Post,District,Neighborhood,Longitude,Latitude,Premise,CallDescription,Year,median_household_income,households_below_poverty,perc18_24,perc25_64,perc65up,perc_asian,perc_aa,perc_hisp,perc_white,median_price_homes_sold,racial_diversity_index,num_households,Month,crime_hour,Outside,Weapon_FIREARM,Weapon_HANDS,Weapon_KNIFE,Weapon_NONE,Weapon_OTHER,call_hour,Season_autumn,Season_spring,Season_summer,Season_winter,Holiday,Weekend,Priority_HIGH,Priority_LOW,Priority_MEDIUM,Priority_NON-EMERGENCY,Priority_OUT OF SERVICE,Priority_UNKNOWN
7,111.0,0,59,-76.61957,39.29108,2,46,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,2,12,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,1,0,0,0
8,621.0,4,250,-76.68991,39.34078,67,44,2015,41821.9246987952,19.54986760812,6.63318487633848,49.2466597176158,26.9686345115133,0.123187719132,93.7742821946366,0.663318487633848,3.65772766038093,78000.0,12.4191617706878,101000.0,5,1,1,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0
2,842.0,7,193,-76.66378,39.292640000000006,69,40,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,8,9,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0
5,111.0,0,59,-76.60905,39.290690000000005,67,40,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,6,19,1,0,1,0,0,0,22,0,0,1,0,0,0,0,0,1,0,0,0
5,323.0,1,18,-76.57822,39.3039,57,40,2015,29364.2063492064,23.6260623229462,10.2817068822061,53.0963984309996,15.559253536194,0.0713181980268632,94.4847260192559,2.24652323784619,1.85427314869844,19000.0,13.7464565186241,20000.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,632.0,4,51,-76.69965,39.37077,67,76,2015,55964.3157894737,8.1165452653486,8.93264840182649,45.4837328767123,17.2303082191781,6.37842465753425,19.1352739726027,2.04052511415525,71.1401255707763,200000.0,45.0586363790104,165000.0,6,18,1,0,0,0,1,0,8,0,1,0,0,0,0,0,1,0,0,0,0
7,932.0,6,248,-76.6319,39.28167,71,85,2015,39159.000600158324,24.033555199685182,9.02492727950311,55.59780595357484,10.239968694581178,1.726552379922817,67.28079823845854,5.066092851853547,23.252498387386797,62907.142857142855,47.0403234706802,80566.19047619047,8,12,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,1,0,0,0
8,343.0,1,176,-76.59676,39.30765,67,76,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,4,2,1,0,0,0,1,0,10,0,1,0,0,0,1,0,1,0,0,0,0
7,323.0,1,143,-76.57994000000001,39.29897,67,75,2015,26136.1363636364,32.8238719068413,14.5613548028873,49.3892282065519,6.51027207107163,0.111049416990561,88.0899500277624,7.00999444752915,2.7623542476402,19000.0,29.4676043078257,26250.0,4,17,1,0,0,0,1,0,17,0,1,0,0,0,1,0,1,0,0,0,0
7,911.0,6,53,-76.58843,39.22445,12,76,2015,36679.0534351145,28.3595641646489,10.0916176671681,56.413236701764,6.30384247230959,1.37426500752085,37.5974292356078,11.3291398878709,45.2140024613702,37500.0,69.857509618114,45000.0,2,18,0,0,0,0,1,0,10,0,0,0,1,1,0,0,1,0,0,0,0
5,322.0,1,18,-76.58397,39.30467,56,40,2015,29364.2063492064,23.6260623229462,10.2817068822061,53.0963984309996,15.559253536194,0.0713181980268632,94.4847260192559,2.24652323784619,1.85427314869844,19000.0,13.7464565186241,20000.0,1,16,0,0,1,0,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0
3,224.0,5,71,-76.57252,39.29808,67,27,2015,57200.2977099237,26.2806236080178,9.27614311368974,62.902334576599,6.07128056361376,0.884100013814063,34.1690841276419,15.5270064926095,46.7191601049869,189750.0,67.8682864576828,189950.0,1,19,1,0,0,0,1,0,19,0,0,0,1,0,1,0,0,1,0,0,0
5,331.0,1,23,-76.58708,39.30888,57,40,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,12,13,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0
7,232.0,5,29,-76.57498000000001,39.28489,57,75,2015,95362.400309119,2.99860529986053,8.18273092369478,73.9583333333333,10.316265060241,3.79016064257028,2.45983935742972,4.91967871485944,86.8473895582329,302900.0,26.29369945924,285500.0,4,19,0,0,0,0,1,0,20,0,1,0,0,0,0,0,1,0,0,0,0
5,641.0,4,87,-76.68075,39.32064,57,40,2015,39204.7663551402,20.3405865657521,9.37156668863986,54.4605581190947,15.3482751043727,0.0549329817622501,95.0010986596352,1.4062843331136,2.14238628872775,50150.0,11.741920322846,65500.0,8,23,0,0,1,0,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0
4,232.0,5,29,-76.5785,39.27943,57,31,2015,95362.400309119,2.99860529986053,8.18273092369478,73.9583333333333,10.316265060241,3.79016064257028,2.45983935742972,4.91967871485944,86.8473895582329,302900.0,26.29369945924,285500.0,12,22,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0
0,111.0,0,59,-76.61685,39.29415,35,40,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,1,13,0,0,1,0,0,0,13,0,0,0,1,0,0,0,0,1,0,0,0
5,911.0,6,53,-76.58989,39.22985,67,109,2015,36679.0534351145,28.3595641646489,10.0916176671681,56.413236701764,6.30384247230959,1.37426500752085,37.5974292356078,11.3291398878709,45.2140024613702,37500.0,69.857509618114,45000.0,12,14,1,0,1,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0
7,223.0,5,6,-76.56777,39.295390000000005,57,75,2015,68702.25,9.55993930197269,9.11205363250787,65.5903680394035,10.0013681762211,1.45026679436311,8.94787248597619,17.1158845259269,70.1874401422903,265000.0,52.8708938266695,259688.0,4,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
14,843.0,7,119,-76.68471,39.28394,67,116,2015,36701.906741573,24.1471215351812,10.3171641791045,51.0012437810945,13.5385572139304,0.422885572139304,86.865671641791,1.56094527363184,8.95522388059701,35500.0,24.7291528613101,42500.0,4,18,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
8,343.0,1,176,-76.59961,39.30731,67,87,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,9,16,1,0,0,0,1,0,13,0,0,1,0,0,1,0,1,0,0,0,0
8,411.0,2,48,-76.5906,39.323890000000006,67,76,2015,44102.318986667044,14.570103375684283,8.956598893566134,56.46093251054993,11.85650237322703,1.719332299365423,68.55809134017342,3.805211613965946,21.195789497119097,94189.0756302521,44.661338591077225,108068.73949579832,7,16,1,0,0,0,1,0,17,0,0,1,0,0,0,0,1,0,0,0,0
8,432.0,2,11,-76.55776999999999,39.31945,67,76,2015,38173.9682539683,18.6120712576442,8.92307692307692,54.6523076923077,8.39384615384616,0.547692307692308,88.6953846153846,0.744615384615385,8.84923076923077,42000.0,21.4680878845662,45550.0,10,23,1,0,0,0,1,0,23,1,0,0,0,0,1,0,1,0,0,0,0
0,123.0,0,241,-76.62684,39.30149,57,52,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,7,22,0,0,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0
8,841.0,7,35,-76.65042,39.28358,45,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,6,10,1,0,0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,0,0
7,123.0,0,241,-76.62536999999999,39.30087,57,70,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,9,15,0,0,0,0,1,0,16,0,0,1,0,0,0,0,1,0,0,0,0
7,342.0,1,65,-76.60031,39.31624,10,75,2015,30685.0481481481,25.7916241062308,10.4638734501924,54.3608379649423,12.9970072680633,0.427533133817871,95.0299273193672,1.99871740059855,0.940572894399316,18250.0,13.0427041249364,22000.0,2,19,1,0,0,0,1,0,20,0,0,0,1,0,0,0,1,0,0,0,0
8,643.0,4,5,-76.66743000000001,39.32341,67,76,2015,38682.8915929204,18.8167938931298,9.14193383791139,51.9261841993367,15.8261756952122,0.314652606514159,93.0691385321881,0.0170082490007654,3.25707968364657,84000.0,13.2716351171953,86250.0,1,21,1,0,0,0,1,0,7,0,0,0,1,1,0,0,1,0,0,0,0
8,542.0,3,98,-76.61211999999999,39.3411,67,76,2015,78174.8285968028,5.82491582491583,24.6075104951406,46.0693541894301,13.7500718845247,7.7865317154523,15.9008568635344,3.58847547300017,67.8187359825177,305000.0,51.3276920350079,347500.0,6,10,1,0,0,0,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0
8,523.0,3,28,-76.59911,39.35658,67,44,2015,45454.4545454545,8.85245901639344,7.95577454632857,54.5727676961904,11.9697151784641,0.889316187958178,67.612065857469,5.54019949525297,22.0886912630693,109500.0,50.6817044242091,125000.0,3,23,1,0,0,0,1,0,23,0,0,0,1,0,1,0,1,0,0,0,0
7,232.0,5,29,-76.57621999999999,39.27832,55,75,2015,95362.400309119,2.99860529986053,8.18273092369478,73.9583333333333,10.316265060241,3.79016064257028,2.45983935742972,4.91967871485944,86.8473895582329,302900.0,26.29369945924,285500.0,1,19,0,0,0,0,1,0,20,0,0,0,1,0,0,0,1,0,0,0,0
13,213.0,5,79,-76.59533,39.28532,57,76,2015,82263.222972973,6.16438356164384,5.74784980071324,77.5435284245857,5.97860289490245,4.61506188378435,5.38074260541221,13.9081183134047,73.673169708412,255000.0,50.3365140665666,249000.0,8,11,0,0,0,0,0,1,10,0,0,1,0,0,0,0,1,0,0,0,0
8,842.0,7,193,-76.66555,39.29331,67,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,12,19,1,0,0,0,1,0,6,1,0,0,0,0,1,0,1,0,0,0,0
7,111.0,0,59,-76.62241999999999,39.29092,2,46,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,12,20,0,0,0,0,1,0,21,1,0,0,0,0,1,0,0,1,0,0,0
8,133.0,0,206,-76.63551,39.31197,67,76,2015,34879.2634730539,29.2645556690501,9.08661119515885,55.5786686838124,10.731845688351,0.349848714069592,84.9848714069591,1.85325264750378,10.5238275340393,78950.0,29.1703693556245,78950.0,5,22,1,0,0,0,1,0,16,0,1,0,0,0,0,0,1,0,0,0,0
8,343.0,1,176,-76.59809,39.30653,67,76,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,1,8,1,0,0,0,1,0,10,0,0,0,1,0,0,0,1,0,0,0,0
4,641.0,4,259,-76.68847,39.31927,41,31,2015,39204.7663551402,20.3405865657521,9.37156668863986,54.4605581190947,15.3482751043727,0.0549329817622501,95.0010986596352,1.4062843331136,2.14238628872775,50150.0,11.741920322846,65500.0,10,22,0,0,0,0,1,0,21,1,0,0,0,0,1,0,0,1,0,0,0
7,222.0,5,188,-76.57249,39.29073,67,76,2015,42618.04241669892,20.78936167712445,9.322342954540698,56.22555898997778,9.951726932600947,1.5934627115295157,55.554185543932036,9.060029134176425,36.953675231515675,107865.11627906977,62.018112422227915,111563.95348837209,5,12,1,0,0,0,1,0,17,0,1,0,0,0,0,0,1,0,0,0,0
8,212.0,5,240,-76.58819,39.28685,67,76,2015,82263.222972973,6.16438356164384,5.74784980071324,77.5435284245857,5.97860289490245,4.61506188378435,5.38074260541221,13.9081183134047,73.673169708412,255000.0,50.3365140665666,249000.0,10,19,1,0,0,0,1,0,14,1,0,0,0,0,0,0,1,0,0,0,0
11,426.0,2,246,-76.54668000000001,39.34161,57,40,2015,52708.0625,9.34170991532368,7.20375633263314,60.0518967008526,11.4852341529717,0.642530581984431,54.2073396762634,3.34857284072655,40.3311503768689,144450.0,56.2929502091259,144450.0,8,21,0,0,0,0,1,0,21,0,0,1,0,0,1,0,0,1,0,0,0
7,412.0,2,70,-76.60171,39.3317,48,75,2015,35686.137254902,14.2767295597484,9.13288866085172,58.2093381221139,14.7639815289892,2.32170343766034,75.846587993843,1.26988199076449,15.7260133401745,55000.0,40.3649947353663,79200.0,10,13,1,0,0,0,1,0,17,1,0,0,0,0,0,0,1,0,0,0,0
8,322.0,1,151,-76.58988000000001,39.30384,67,76,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,11,21,1,0,0,0,1,0,17,1,0,0,0,0,1,0,1,0,0,0,0
5,413.0,2,166,-76.59603,39.35161,57,15,2015,53974.2569124424,7.97453001819284,26.2021358192224,42.728184553661,14.3902295120656,0.973508761578854,85.7100713906425,2.67862410761697,7.36326626939642,120000.0,28.3942604161178,115000.0,3,5,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0
7,443.0,2,83,-76.55091,39.31833,42,75,2015,39300.3550347222,16.8560253306016,9.58609341378001,59.0143875785832,9.40466646976921,4.74241593181722,75.6044048774313,3.80574659297076,14.3074131893169,69950.0,43.8512220954226,94500.0,3,0,1,0,0,0,1,0,13,0,1,0,0,0,1,0,1,0,0,0,0
4,222.0,5,188,-76.57611999999999,39.29177,57,31,2015,42618.04241669892,20.78936167712445,9.322342954540698,56.22555898997778,9.951726932600947,1.5934627115295157,55.554185543932036,9.060029134176425,36.953675231515675,107865.11627906977,62.018112422227915,111563.95348837209,1,20,0,0,0,0,1,0,20,0,0,0,1,1,0,0,0,1,0,0,0
5,311.0,1,121,-76.60202,39.30291,67,40,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,4,15,1,0,1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1
8,632.0,4,44,-76.68393,39.36901,23,76,2015,55964.3157894737,8.1165452653486,8.93264840182649,45.4837328767123,17.2303082191781,6.37842465753425,19.1352739726027,2.04052511415525,71.1401255707763,200000.0,45.0586363790104,165000.0,7,19,1,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0
3,932.0,6,248,-76.62696,39.2818,67,27,2015,39159.000600158324,24.033555199685182,9.02492727950311,55.59780595357484,10.239968694581178,1.726552379922817,67.28079823845854,5.066092851853547,23.252498387386797,62907.142857142855,47.0403234706802,80566.19047619047,7,22,1,0,0,0,1,0,10,0,0,1,0,0,0,0,0,1,0,0,0
8,935.0,6,167,-76.64376999999999,39.28211,67,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,3,10,1,0,0,0,1,0,12,0,1,0,0,0,0,0,1,0,0,0,0
7,722.0,8,152,-76.64816,39.29977,67,76,2015,24108.1525641026,35.8477743798845,10.729475447867,51.84946513726,11.4061090346694,0.393091893285217,96.4299523134425,0.380203634488981,0.824848562959144,12550.0,7.18959568030168,26000.0,8,20,1,0,0,0,1,0,11,0,0,1,0,0,0,0,1,0,0,0,0
7,141.0,0,149,-76.61889000000001,39.30443,67,110,2015,45454.4545454545,8.85245901639344,7.95577454632857,54.5727676961904,11.9697151784641,0.889316187958178,67.612065857469,5.54019949525297,22.0886912630693,109500.0,50.6817044242091,125000.0,7,17,1,0,0,0,1,0,17,0,0,1,0,0,0,1,0,0,0,0,0
5,613.0,4,234,-76.66853,39.3387,67,40,2015,26191.5424657534,35.9310344827586,11.2517580872011,53.4793382894649,10.8766994842944,0.38175607795861,94.2937512557766,2.67899002076217,2.19007434197308,18050.0,15.2442220233299,21000.0,12,15,1,0,1,0,0,0,15,0,0,0,1,0,1,0,0,1,0,0,0
7,243.0,5,92,-76.53621,39.282340000000005,41,75,2015,30838.8732876712,26.2565641410353,6.1973849185026,53.179294286226,13.5411069317571,1.79115171054988,26.9747447608812,21.8699623858141,46.5162099229805,67000.0,74.8594375036663,83000.0,1,15,0,0,0,0,1,0,17,0,0,0,1,0,0,0,1,0,0,0,0
7,331.0,1,23,-76.59009,39.3077,67,75,2015,23625.756916996,25.820991629105,9.5046157846834,53.0750227538682,12.9371993238851,0.0,94.6690937459368,1.91132492523729,2.89949291379535,39500.0,10.1383126509427,32450.0,6,17,1,0,0,0,1,0,15,0,0,1,0,0,1,0,1,0,0,0,0
8,931.0,6,112,-76.63249,39.28586,67,76,2015,18755.4064039409,48.7209302325581,11.2286411716843,53.8852725793328,9.01139137510171,1.42392188771359,79.1497152156225,1.81041497152156,15.9072416598861,59000.0,36.3558375737129,73600.0,1,11,1,0,0,0,1,0,14,0,0,0,1,0,0,0,1,0,0,0,0
12,813.0,7,170,-76.66351,39.30765,1,109,2015,31759.0589198036,21.3292117465224,11.0357622672894,52.6069989124176,13.1213613972235,0.204721386987397,97.4409826626575,1.45224233894185,0.358262427227944,17500.0,5.48908692351591,25358.0,3,16,1,0,0,1,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0
7,422.0,2,17,-76.5726,39.3397,29,75,2015,66010.877443609,9.35610103166133,8.13260390299665,61.0190250673634,12.0600963501266,2.4985710786315,55.8095860210664,2.35159630930024,35.4045888789091,106000.0,56.9231614992498,129000.0,10,18,0,0,0,0,1,0,18,1,0,0,0,0,0,0,1,0,0,0,0
8,523.0,3,113,-76.6217,39.35903,67,76,2015,78174.8285968028,5.82491582491583,24.6075104951406,46.0693541894301,13.7500718845247,7.7865317154523,15.9008568635344,3.58847547300017,67.8187359825177,305000.0,51.3276920350079,347500.0,2,9,1,0,0,0,1,0,10,0,0,0,1,0,0,0,1,0,0,0,0
7,113.0,0,60,-76.615,39.28753,53,75,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,9,16,0,0,0,0,1,0,17,0,0,1,0,0,0,0,1,0,0,0,0
7,714.0,8,193,-76.65024,39.29051,67,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,12,21,1,0,0,0,1,0,21,0,0,0,1,1,0,0,1,0,0,0,0
0,212.0,5,63,-76.59701,39.29461,57,42,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,2,23,0,0,0,1,0,0,23,0,0,0,1,0,0,1,0,0,0,0,0
7,844.0,7,69,-76.68143,39.298840000000006,57,75,2015,36701.906741573,24.1471215351812,10.3171641791045,51.0012437810945,13.5385572139304,0.422885572139304,86.865671641791,1.56094527363184,8.95522388059701,35500.0,24.7291528613101,42500.0,1,10,0,0,0,0,1,0,15,0,0,0,1,1,0,0,1,0,0,0,0
7,413.0,2,166,-76.59492,39.34761,57,120,2015,53974.2569124424,7.97453001819284,26.2021358192224,42.728184553661,14.3902295120656,0.973508761578854,85.7100713906425,2.67862410761697,7.36326626939642,120000.0,28.3942604161178,115000.0,5,1,0,0,0,0,1,0,16,0,1,0,0,0,0,0,0,1,0,0,0
8,511.0,3,122,-76.62791,39.32192,45,76,2015,58644.1736641221,7.13874496257916,7.45167562621526,64.3657783369553,13.7081093446186,7.0113233443898,10.734301727096,4.51790003431316,74.8255747455107,184950.0,42.6357060591214,178000.0,5,17,1,0,0,0,1,0,19,0,1,0,0,0,0,0,0,0,0,0,1
7,942.0,6,224,-76.61747,39.27782,67,75,2015,88465.2048104956,7.52857705951912,9.37593759375938,67.5067506750675,11.4911491149115,4.81548154815482,12.8412841284128,4.67296729672967,75.5250525052505,290000.0,41.1738570342673,291000.0,11,14,1,0,0,0,1,0,13,1,0,0,0,0,0,0,1,0,0,0,0
0,213.0,5,79,-76.59333000000001,39.28539,37,15,2015,82263.222972973,6.16438356164384,5.74784980071324,77.5435284245857,5.97860289490245,4.61506188378435,5.38074260541221,13.9081183134047,73.673169708412,255000.0,50.3365140665666,249000.0,2,22,0,0,0,0,0,1,22,0,0,0,1,0,0,1,0,0,0,0,0
7,941.0,6,208,-76.62455,39.28313,67,75,2015,88465.2048104956,7.52857705951912,9.37593759375938,67.5067506750675,11.4911491149115,4.81548154815482,12.8412841284128,4.67296729672967,75.5250525052505,290000.0,41.1738570342673,291000.0,9,21,1,0,0,0,1,0,11,0,0,1,0,0,1,0,1,0,0,0,0
7,211.0,5,123,-76.60515,39.29094,67,75,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,7,21,1,0,0,0,1,0,21,0,0,1,0,0,1,0,1,0,0,0,0
5,743.0,8,221,-76.64341999999999,39.30512,57,40,2015,24108.1525641026,35.8477743798845,10.729475447867,51.84946513726,11.4061090346694,0.393091893285217,96.4299523134425,0.380203634488981,0.824848562959144,12550.0,7.18959568030168,26000.0,11,3,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0
3,312.0,1,175,-76.60672,39.29489,67,27,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,6,8,1,0,0,0,1,0,11,0,1,0,0,0,1,0,0,1,0,0,0
4,524.0,3,257,-76.6028,39.34437,57,31,2015,37457.3143459916,21.315570358035,11.4662702099981,52.1092733692622,13.1945734993496,0.157963203865453,89.7138078424085,2.3044043858019,5.74242705816763,50000.0,21.5100615135298,60000.0,2,9,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,1,0,0,0
3,123.0,0,241,-76.63306999999999,39.29847,67,87,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,8,17,1,0,0,0,1,0,6,0,0,1,0,0,1,0,1,0,0,0,0
8,411.0,2,48,-76.60084,39.31796,67,75,2015,44102.318986667044,14.570103375684283,8.956598893566134,56.46093251054993,11.85650237322703,1.719332299365423,68.55809134017342,3.805211613965946,21.195789497119097,94189.0756302521,44.661338591077225,108068.73949579832,7,5,1,0,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0
7,212.0,5,63,-76.59419,39.29468,14,73,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,8,17,0,0,0,0,1,0,18,0,0,1,0,0,0,0,0,1,0,0,0
4,123.0,0,241,-76.62538,39.30009,57,46,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,9,17,0,0,0,0,1,0,17,0,0,1,0,0,0,0,0,1,0,0,0
8,132.0,0,19,-76.62853,39.30958,67,76,2015,41170.4607250755,7.5716603569497,18.3622189291927,61.8710134656272,13.5558275884286,8.63990722247278,29.9594098318407,5.77282391598479,52.322659622447,220000.0,64.7467184435098,220000.0,8,22,1,0,0,0,1,0,10,0,0,1,0,0,1,0,1,0,0,0,0
7,941.0,6,181,-76.61469,39.28398,67,76,2015,88465.2048104956,7.52857705951912,9.37593759375938,67.5067506750675,11.4911491149115,4.81548154815482,12.8412841284128,4.67296729672967,75.5250525052505,290000.0,41.1738570342673,291000.0,3,0,1,0,0,0,1,0,13,0,0,0,1,0,1,0,1,0,0,0,0
7,111.0,0,59,-76.61126999999999,39.28897,41,75,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,6,9,0,0,0,0,1,0,12,0,1,0,0,0,0,0,1,0,0,0,0
7,441.0,2,38,-76.53409,39.33263,48,75,2015,39300.3550347222,16.8560253306016,9.58609341378001,59.0143875785832,9.40466646976921,4.74241593181722,75.6044048774313,3.80574659297076,14.3074131893169,69950.0,43.8512220954226,94500.0,7,16,1,0,0,0,1,0,17,0,0,1,0,0,0,0,1,0,0,0,0
8,142.0,0,162,-76.61832,39.29573,67,76,2015,41170.4607250755,7.5716603569497,18.3622189291927,61.8710134656272,13.5558275884286,8.63990722247278,29.9594098318407,5.77282391598479,52.322659622447,220000.0,64.7467184435098,220000.0,1,18,1,0,0,0,1,0,9,0,0,0,1,0,0,0,1,0,0,0,0
0,141.0,0,41,-76.61636999999999,39.30764,67,46,2015,32241.1382211538,23.8470873786408,30.2971732302489,52.0657163566079,7.07900459048079,13.8620439719739,32.0367238463397,5.20053152935492,44.4853829427398,167000.0,67.515184839871,170000.0,8,19,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
7,533.0,3,96,-76.66269,39.33744,67,81,2015,26191.5424657534,35.9310344827586,11.2517580872011,53.4793382894649,10.8766994842944,0.38175607795861,94.2937512557766,2.67899002076217,2.19007434197308,18050.0,15.2442220233299,21000.0,2,12,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,0,0
3,942.0,6,224,-76.61663,39.27662,67,31,2015,88465.2048104956,7.52857705951912,9.37593759375938,67.5067506750675,11.4911491149115,4.81548154815482,12.8412841284128,4.67296729672967,75.5250525052505,290000.0,41.1738570342673,291000.0,6,5,1,0,0,0,1,0,13,0,1,0,0,0,1,0,0,1,0,0,0
4,842.0,7,225,-76.65646,39.28819,71,31,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,8,15,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,1,0,0,0
12,221.0,5,145,-76.57639,39.2947,67,124,2015,57200.2977099237,26.2806236080178,9.27614311368974,62.902334576599,6.07128056361376,0.884100013814063,34.1690841276419,15.5270064926095,46.7191601049869,189750.0,67.8682864576828,189950.0,1,18,1,0,0,0,1,0,20,0,0,0,1,0,1,0,1,0,0,0,0
